Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Addl. Chief Engineer,"o/o ACE, Balangir Irr. Circle, Balangir","1,54,260",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh","ACE,BOIC-01/2025-26",2025_CEBMT_113219_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost,GST,PAN,NRC,Contractor RC,Affidavit,other relevant document",13-May-2025 12:20 PM,03-Jun-2025 11:00 AM,13-May-2025 12:20 PM,02-Jun-2025 05:30 PM,13-May-2025 12:20 PM ,20-May-2025 05:30 PM ,13-May-2025 12:20 PM,02-Jun-2025 05:30 PM,21-Jun-2025 11:00 AM,Construction of Flood Protection wall/stone patching in River Salki from the existing stone patching at Gupteswar mandir upto 500m in the U/S and 100m in the D/S in village Khaliapali under Brahmanipali G.P. of Boudh Block(working RD 00M to 140M U/S,Flood Protection Embankment work,Please refer Tender documents. ,NA ,"1,54,25,452",Civil Works - Others,NA ,Tender,90.0,365.0,Boudh,762014.0,NA ,NA ,NA ,"o/o ACE, Balangir Irr. Circle, Balangir",No ,No,1.0,ICICI BANK,AOC,"CE-BM, Tel Basin,Bhawanipatna||SE Balangir Irr Circle Balangir||EE Boudh Irr Divn Boudh",2025_CEBMT_113219_2,"ACE,BOIC-01/2025-26",Construction of Flood Protection wall/stone patching in River Salki from the existing stone patching at Gupteswar mandir upto 500m in the U/S and 100m in the D/S in village Khaliapali under Brahmanipali G.P. of Boudh Block(working RD 00M to 140M U/S,Technical,Tender opened on date 03.06.2025,NARESH KUMAR BARIK,19-Jun-2025 03:17 PM,,executive engineer,Internal,,BISHNUPRIYA DEHURI,23-Jul-2025 01:23 PM,finsummary_539010.pdf (372.77 KB),1.0,2944768.0,DEBADATTA KHAMARI,INR,"13,113,176",1,2948131,ABINASH KUDEI,02-Jun-2025 11:46 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,08-Aug-2025,"INR 13,113,176",365.0,BISHNUPRIYA DEHURI,09-Oct-2025 05:04 PM,Debadatta.pdf (1153.00 KB),"ACE, BIC, Balangir",Internal,,NARESH KUMAR BARIK,20-Jun-2025 08:15 AM,21-Jun-2025 11:00 AM,techsummary_539010.pdf (965.31 KB),Finance,financial bid already opened on date 22.6.2025,BISHNUPRIYA DEHURI,23-Jul-2025 11:30 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,2936768,ABINASH NAYAK,28-May-2025 09:53 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2949064,ADITYA NARAYAN NAYAK,02-Jun-2025 05:21 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2945535,AHSANULLA KHAN,01-Jun-2025 07:40 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2945668,AMAN KUMAR AGRAWAL,31-May-2025 07:58 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2921543,AMIYA RANJAN DASH,01-Jun-2025 01:31 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,2923365,anil kumar mohanty,18-May-2025 11:58 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,2937693,Anil Kumar Nayak,28-May-2025 01:53 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,2949000,ANUPAMA PRADHAN,02-Jun-2025 04:39 PM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,2946120,Asharani Mishra,01-Jun-2025 11:00 AM,Rejected-Finance,Not found L1 In the lottery process,23-Jul-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,AOC
