Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Finance,ok,SUDHANSU MOHAN,15-Jul-2025 04:46 PM,finance_544729.pdf,BOQ Comparative Chart,25-Oct-2025,"INR 310,957",45.0,SUDHANSU MOHAN,25-Oct-2025 04:34 PM,21.pdf (220.00 KB),OK,1,2995380,CHANDRA KANTA ROUT,10-Jul-2025 05:42 PM,Accepted-AOC,OK,25-Oct-2025 04:35 PM,1,2994542,SURESH CHANDRA NAYAK,INR,"310,957",Municipal Bodies||Basudevpur Municipality,2025_ORULB_114987_21,BSP_2025-26_07,Const of RCC drain from Kailash moharana house towards sethi sahi chhaka in ward no.6,Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,13-Oct-2025 01:38 PM,techsummary_544729.pdf (8869.81 KB),Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,25-Oct-2025 04:26 PM,finsummary_544729.pdf (8869.81 KB),AOC,"3,100",Yes,fixed,,Nil,Nil,1.0,EMD exemption allowed,Fee,,1,ICICI BANK,"2,000",0.0,Nil,Nil,No,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_07,2025_ORULB_114987_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const of RCC drain from Kailash moharana house towards sethi sahi chhaka in ward no.6,Const of RCC drain from Kailash moharana house towards sethi sahi chhaka in ward no.6,Please refer Tender documents. ,NA ,"3,09,991",Civil Works - Others,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,05-Jul-2025 10:00 AM,14-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,EO,Basudevpur Municipality,AOC
,,,,,,,,,,,,,2,2994542,SURESH CHANDRA NAYAK,09-Jul-2025 08:24 PM,Accepted-AOC,OK,25-Oct-2025 04:35 PM,2,2995380,CHANDRA KANTA ROUT,INR,"310,957",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC
