Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",Nil,Nil,No,DPC SS Khordha,DPO Khordha,"14,293",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,1.0,ICICI BANK,04-Aug-2025 03:00 PM,20-Aug-2025 11:00 AM,04-Aug-2025 03:00 PM,19-Aug-2025 05:00 PM,04-Aug-2025 03:00 PM ,16-Aug-2025 05:00 PM ,04-Aug-2025 03:00 PM,19-Aug-2025 05:00 PM,"Construction of One no. Additional Class Room At Barunei Govt. Upper Primary School, Palla, Khordha","Construction of One no. Additional Class Room At Barunei Govt. Upper Primary School, Palla, Khordha",Please refer Tender documents. ,NA ,"14,29,345",Civil Works - Buildings,NA ,Tender,90.0,180.0,Khordha,752055.0,NA ,NA ,NA ,DPO Khordha,No ,No,OPEPA Bhubaneswar||Samagra Shiksha Khordha,01/CW/SS/2025-26,2025_OPEPA_116258_28,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,DPC SS Khordha,Internal,,Sonamika Ray,13-Oct-2025 05:20 PM,techsummary_547941.pdf (588.56 KB),DPC SS Khordha,Internal,,Sonamika Ray,13-Oct-2025 05:23 PM,finsummary_547941.pdf (588.56 KB),Finance,Admitted,DEBADATTA MOHANTY,20-Aug-2025 03:32 PM,,BOQ Comparative Chart,13-Oct-2025,"INR 1,215,086",180.0,Sonamika Ray,13-Oct-2025 05:25 PM,WorkorderBarunei.pdf (612.00 KB),1,3041535,BIBHU PRASAD SAHOO,19-Aug-2025 04:15 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,OPEPA Bhubaneswar||Samagra Shiksha Khordha,2025_OPEPA_116258_28,01/CW/SS/2025-26,"Construction of One no. Additional Class Room At Barunei Govt. Upper Primary School, Palla, Khordha",1.0,3040568.0,SUSHIL KUMAR DAS,INR,"1,215,086",AOC
,,,,,,,,,,,,,,.xls,BoQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,3041523,BICHITRA KUMAR SUBUDHI,19-Aug-2025 04:18 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,3034996,BIKRAM KESHARI MAHARATHI,13-Aug-2025 05:26 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,3041572,KAILASH CHANDRA PATTANAIK,19-Aug-2025 04:29 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,3041067,LIAKAT KHAN,19-Aug-2025 12:03 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,3040053,LIPU SETHI,19-Aug-2025 12:37 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,3041065,M/S MRUTUNJAYA PUJARI,19-Aug-2025 03:43 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,3040627,PANCHANAN BIRABAR JAGDEV RAY,18-Aug-2025 08:26 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,3041408,PRATAP KUMAR MOHANTY,19-Aug-2025 03:14 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,3041284,PRITAM PRITIRANJAN,19-Aug-2025 04:03 PM,Rejected-Technical,Rejected,13-Oct-2025 05:20 PM,,,,,,,,,,AOC
