Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
05-Feb-2024 10:00 AM,20-Feb-2024 11:00 AM,05-Feb-2024 10:00 AM,19-Feb-2024 05:00 PM,NA ,NA ,05-Feb-2024 10:00 AM,19-Feb-2024 05:00 PM,20-Feb-2024 04:10 PM,"CE,Minor Irrigation,BBSR||Angul Minor Irrigation Circle Dhenkanal",AMICD/02/2023-24,2024_CEMIB_100529_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"1,16,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, EMD in online valid RC Valid GSTIN and PAN NRC Affidavit","A.C.E, MI Circle, Dhenkanal","A.C.E, MI Circle, Dhenkanal",1.0,ICICI BANK,Construction of Sargipal Check Dam near village Kantapali in Barkote Block of Deogarh District under MATY Scheme for the year 2023-24,Construction of Sargipal Check Dam near village Kantapali in Barkote Block of Deogarh District under MATY Scheme for the year 2023-24,Please refer Tender documents ,NA ,"1,16,51,687",Civil Works - Others,NA ,Tender,90.0,270.0,Deogarh,768119.0,NA ,NA ,NA ,"A.C.E, MI Circle, Dhenkanal",No ,No,AOC,1,2449718,ALOK RANJAN PRADHAN,19-Feb-2024 01:56 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,08-Oct-2025,"INR 9,905,099",270.0,Devaraj Sethi,08-Oct-2025 12:29 PM,Sargipal.pdf (73.00 KB),Agreement done on dt.01.03.2024,Pradeep Kumar sahoo,Internal,"Rashmirekha Chattar S.E, Saurav Kumar Pandey D.A.O, , Babita Nayak A.E.E (Est.), Seema Mohanty, A.E Estr",Devaraj Sethi,20-Feb-2024 04:00 PM,20-Feb-2024 04:10 PM,techsummary_489566.pdf (353.80 KB),Finance,Opened,Devaraj Sethi,20-Feb-2024 04:25 PM,finance_489566.pdf,BOQ Comparative Chart,Technical,Opened,Devaraj Sethi,20-Feb-2024 11:31 AM,technical_489566.pdf,"CE,Minor Irrigation,BBSR||Angul Minor Irrigation Circle Dhenkanal",2024_CEMIB_100529_1,AMICD/02/2023-24,Construction of Sargipal Check Dam near village Kantapali in Barkote Block of Deogarh District under MATY Scheme for the year 2023-24,Devaraj Sethi,Internal,"Pradeep Kumar Sahu S.E, Aman Mishra D.A.O,Ambika Prasad sethy A.E.E (Est.), Seema Mohanty, A.E Estr",Devaraj Sethi,19-Mar-2024 09:56 PM,finsummary_489566.pdf (94.83 KB),1.0,2448765.0,Ganesh Chandra Minz,INR,"9,905,099",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other documents as per DTCN,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2447111,BEDAPRAKASH SAMANTROY,19-Feb-2024 06:34 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2447097,Bhakta Charan Bhoi,19-Feb-2024 06:43 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2448765,Ganesh Chandra Minz,19-Feb-2024 09:33 AM,Accepted-AOC,Successful through Transparent lottery system and work has been awarded,08-Oct-2025 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2449107,KSHITISH KUMAR NAYAK,19-Feb-2024 11:57 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2437608,Madan Mohan Pradhan,13-Feb-2024 10:09 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2447083,MANAS RANJAN SAHU,19-Feb-2024 06:31 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2449606,MUKESH KUMAR MOHAPATRA,19-Feb-2024 01:39 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2436628,PRABHAT SAHU,12-Feb-2024 04:28 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2447124,PRAMEET KUMAR RATH,19-Feb-2024 06:46 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,19-Mar-2024 09:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
