Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,"17,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,03-Jul-2025 10:00 AM,15-Jul-2025 12:00 PM,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,03-Jul-2025 10:00 AM ,14-Jul-2025 05:30 PM ,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDS-26/2025-26,2025_CEMWR_115020_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE","Supply, Fabrication, Erection, Testing and Commissioning of 2 nos. of Escape Gate at RD 16030m.of Kanpur Main Canal under Kanpur Canal Division-I, Jhumpura.","Supply, Fabrication, Erection, Testing and Commissioning of 2 nos. of Escape Gate at RD 16030m.of Kanpur Main Canal under Kanpur Canal Division-I, Jhumpura.",Please refer Tender documents. ,NA ,"16,93,548",Mechanical Works,NA ,Tender,90.0,60.0,"Kanpur Main Canal, Kanpur, Jhumpura",758031.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.",AOC,18-Sep-2025,"INR 1,439,685.15",60.0,KISHORE KUMAR BEHERA,22-Oct-2025 05:19 PM,aocmds26.pdf (651.00 KB),1,2998754,ABHISEKH ENTERPRISERS,14-Jul-2025 12:04 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,17-Sep-2025 05:15 PM,techsummary_544801.pdf (785.48 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_115020_1,ACEM/MDS-26/2025-26,"Supply, Fabrication, Erection, Testing and Commissioning of 2 nos. of Escape Gate at RD 16030m.of Kanpur Main Canal under Kanpur Canal Division-I, Jhumpura.","ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 04:42 PM,finsummary_544801.pdf (379.67 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED,KISHORE KUMAR BEHERA,15-Jul-2025 02:07 PM,,BOQ Comparative Chart,1.0,2993668.0,SUSHIL KUMAR DAS,INR,"1,439,685.15",AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,2,2992793,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jul-2025 10:11 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2994726,BANASHREE BHUYAN,14-Jul-2025 02:10 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2994828,LAXMIDHRA BHUYAN,14-Jul-2025 01:07 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2992944,M/S Abirvab Steel Product,14-Jul-2025 12:47 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2993706,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,13-Jul-2025 11:18 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,2993069,M/S Ashreebad Fabricators,14-Jul-2025 04:26 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,2993722,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,13-Jul-2025 11:10 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,2998650,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,14-Jul-2025 12:59 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,2998575,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,14-Jul-2025 11:47 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
