Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TCN, DTCN, BOQ, PAN, GST, Affidavit and other document as per DTCN.",22-Jul-2025 02:00 PM,31-Jul-2025 11:00 AM,22-Jul-2025 02:00 PM,30-Jul-2025 04:00 PM,22-Jul-2025 02:00 PM ,30-Jul-2025 02:00 PM ,22-Jul-2025 02:00 PM,30-Jul-2025 04:00 PM,Construction of Govt. Ayurvedic Dispensary Building at Kodagambhir,Construction of Govt. Ayurvedic Dispensary Building at Kodagambhir,As per DTCN ,NA ,"37,00,900",Civil Works - Buildings,NA ,Tender,90.0,180.0,Bhadrak,756100.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BHADRAK",No ,No,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, BHADRAK",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,TCN 03 of 25-26,2025_CERWI_115866_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"37,009",Yes,percentage,1.0%,Nil,Nil,AOC,10-Oct-2025,"INR 3,146,135",180.0,Ganesh Chandra Hembram,10-Oct-2025 05:04 PM,4733.pdf (804.00 KB),1,3015694,Arsad Ali Khan,28-Jul-2025 06:41 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,Executive Engineer,Internal,,Pallishree Sahoo,01-Sep-2025 01:51 PM,techsummary_546820.pdf (129.18 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK,2025_CERWI_115866_1,TCN 03 of 25-26,Construction of Govt. Ayurvedic Dispensary Building at Kodagambhir,Executive Engineer,Internal,,Pallishree Sahoo,01-Sep-2025 05:11 PM,finsummary_546820.pdf (166.32 KB),Finance,Total 14 nos Bidder,Pallishree Sahoo,01-Sep-2025 01:45 PM,finance_546820.pdf,BOQ Comparative Chart,1.0,3012346.0,MADHUSMITA SAHOO,INR,"3,146,435",AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3018102,ASHIS KUMAR DAS,30-Jul-2025 02:22 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3010393,BIREN PUHAN,23-Jul-2025 08:25 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3014493,BRAMHA BHAKTI SWAROOP MOHAPATRA,28-Jul-2025 12:02 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3017443,Dayanidhi Mohapatra,30-Jul-2025 10:13 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3014764,DIPTA DIGANTA NAYAK,28-Jul-2025 01:01 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3012094,HITESH KUMAR ROUT,25-Jul-2025 06:06 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3012346,MADHUSMITA SAHOO,27-Jul-2025 04:31 PM,Accepted-AOC,Successful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3017882,Manas Kumar Jena,30-Jul-2025 02:56 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3013711,MANDAKINI PANDA,27-Jul-2025 05:25 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3016931,MIR JAHIRUL ISLAM,29-Jul-2025 05:39 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3013799,PRASANTA KUMAR LENKA,27-Jul-2025 07:10 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3012596,SIBASIS MALLICK,29-Jul-2025 09:57 AM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3011849,TAPAS KUMAR RAY,25-Jul-2025 03:11 PM,Rejected-AOC,Unsuccessful bidder selected through transparent lottery system.,10-Oct-2025 05:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
