Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||MURIBAHAL Block,ONLINE-01-2025-26-MURIBAHAL BLOCK,2025_PRBMU_116333_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of 1 no of Additional Class Room at Samelpali Primary School,Construction of 1 no of Additional Class Room at Samelpali Primary School,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN ",Please refer the tender documents ,"15,14,520",Civil Works - Buildings,NA ,Tender,180.0,180.0,Muribahal Block,767037.0,NA ,NA ,NA ,"Conference Hall,Muribahal",No ,No,"6,000",Nil,Nil,Yes,1.0,ICICI BANK,08-Aug-2025 11:00 AM,06-Sep-2025 11:00 AM,08-Aug-2025 11:00 AM,04-Sep-2025 05:30 PM,08-Aug-2025 11:00 AM ,03-Sep-2025 05:30 PM ,08-Aug-2025 11:00 AM,04-Sep-2025 05:30 PM,"15,146",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GSTIN,REGISTRATION CERTIFICATE,AFFIDAVIT REGARDING CORRECTNESS AND OTHER DOCUMENTS AS PER DTCN","BDO,Muribahal","Panchayat Samiti,Muribahal",AOC,BDO Muribahal,Internal,,ABINASH MUDI,14-Sep-2025 03:18 PM,finsummary_548148.pdf (420.47 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||MURIBAHAL Block,2025_PRBMU_116333_5,ONLINE-01-2025-26-MURIBAHAL BLOCK,Construction of 1 no of Additional Class Room at Samelpali Primary School,1.0,3043208.0,MAMATA KUMBHAR,INR,"1,287,493.894",Finance,All are admitted,ABINASH MUDI,14-Sep-2025 07:48 AM,finance_548148.pdf,BOQ Comparative Chart,1,3051066,BANA BIHARI JOSHI,30-Aug-2025 09:19 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,08-Oct-2025,"INR 1,514,610",180.0,GHENURAM TANDI,22-Oct-2025 02:23 PM,samelpali.pdf (2258.00 KB),BDO Muribahal,Internal,,ABINASH MUDI,14-Sep-2025 02:28 PM,techsummary_548148.pdf (875.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3061782,Bishnu Sahu,03-Sep-2025 08:13 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3061647,DOLAMANI CHHURA,03-Sep-2025 07:39 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3042507,GOLEK NAIK,03-Sep-2025 09:41 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3059933,HARE KRUSHNASABAR,01-Sep-2025 06:42 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3063426,MAA MANGALA TRADERS,04-Sep-2025 03:12 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3060659,MALATI BAG,03-Sep-2025 01:23 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3043208,MAMATA KUMBHAR,03-Sep-2025 11:25 AM,Accepted-AOC,Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3062510,manorama sahu,03-Sep-2025 08:51 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3038989,NILANCHAL BAGARTY,23-Aug-2025 01:09 PM,Rejected-AOC,Not Selected in the transparent lottery,22-Oct-2025 02:23 PM,,,,,,,,,,,,,AOC
