Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
"Er. Harekrishna Panda, Superintending Engineer",Internal,"Er. Harekrishna Panda, Superintending Engineer, Sri. Sadhan Garai, D.A.O-1, Er. Somanath Pradhan, A.E.E, Estimator",Harekrishna Panda,11-Sep-2025 04:28 PM,techsummary_547714.pdf (384.29 KB),27-Oct-2025,"INR 1,011,990",30.0,Harekrishna Panda,27-Oct-2025 10:57 AM,7623.pdf (585.00 KB),"Among the 10 (Ten) Nos. of Participant in transparent lottery, M/S United Power, Won the Lottery.",1,3022874,JHADESWAR ELECTRICALS AND ERECTORS,04-Aug-2025 12:09 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,1.0,3023167.0,UNITED POWER,INR,"1,011,990",Finance,10 (Ten) out of 10 (Ten) Bidders are Qualified for Technical Evaluation.,Harekrishna Panda,07-Aug-2025 06:54 PM,finance_547714.pdf,BOQ Comparative Chart,"Er. Harekrishna Panda, Superintending Engineer",Internal,"Er. Harekrishna Panda, Superintending Engineer, Sri. Sadhan Garai, D.A.O-1, Er. Somanath Pradhan, A.E.E, Estimator",Harekrishna Panda,11-Sep-2025 04:43 PM,finsummary_547714.pdf (383.40 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-Division-Ghatagoan,2025_EICCL_116207_1,SE GTN R AND B 04-2025-26,Infrastructure Development of Bhimkund in Keonjhar District for the year 2023-24 (Such as electrical Power Supply),AOC,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-Division-Ghatagoan,SE GTN R AND B 04-2025-26,2025_EICCL_116207_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"ONLINE PROOF OF TENDER PAPER COST, EMD, GSTIN, PAN, CONTRACTOR REGISTRATION CERTIFICATE, AFFIDAVIT",Superintending Engineer Ghatagaon R and B Division,"O/o the S.E. Ghatagaon R and B Division, Ghatagaon",Infrastructure Development of Bhimkund in Keonjhar District for the year 2023-24 (Such as electrical Power Supply),E.I. Work,Please refer Tender documents. ,NA ,"11,90,437",Electrical Works,NA ,Tender,90.0,30.0,Ghatagaon,758027.0,NA ,NA ,NA ,O/o the S.E. Ghatagaon R and B Division,No ,No,"11,904",Yes,percentage,1.0%,Nil,Nil,29-Jul-2025 11:30 AM,05-Aug-2025 11:00 AM,29-Jul-2025 11:30 AM,04-Aug-2025 05:00 PM,NA ,NA ,29-Jul-2025 11:30 AM,04-Aug-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3022390,MAA TARINI ENGINEERING,03-Aug-2025 06:57 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENT AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3021831,M.G.ENGINEERING,02-Aug-2025 06:50 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3023110,MS SAI ENGINEERING & COMPANY,04-Aug-2025 04:28 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3020523,M/S SOUDAMINI ELECTRICAL WORKS,01-Aug-2025 03:02 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3021973,M/s S.R. Electricals,02-Aug-2025 09:56 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3023171,NARAYAN MAHANTA,04-Aug-2025 02:18 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3019293,SAI ENGINEERING,01-Aug-2025 08:59 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3023183,SITARAM INFRA AND ENERGY PVT LTD,04-Aug-2025 02:35 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3023167,UNITED POWER,04-Aug-2025 02:43 PM,Accepted-AOC,WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
