Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-02/2025-26 Dt.01.05.2025,2025_OLIC_113047_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,07-May-2025 11:00 AM,17-May-2025 11:00 AM,07-May-2025 11:00 AM,16-May-2025 05:00 PM,07-May-2025 11:00 AM ,14-May-2025 05:00 PM ,07-May-2025 11:00 AM,16-May-2025 05:00 PM,"7,080",0.0,Nil,Nil,No,"Executive Engineer, L.I.Division, Bhawanipatna",At - Infront of GOVT. ITI Po - Bhawanipatna,1.0,Fee/PreQual/Technical/Finance,.pdf,"TenderPaperCost,EMD,GSTChallan,GSTIN,PAN,Affidavit,CivilandHTLicenseJointVenture, Others as per DTCN",1.0,ICICI BANK,"REINFORCEMENT OF REGADA-I, S.MALPADA-III AND TERESINGA-I LIFT IRRIGATION PROJECT UNDER KARLAMUNDA BLOCK IN KALAHANDI DISTRICT","REINFORCEMENT OF REGADA-I, S.MALPADA-III AND TERESINGA-I LIFT IRRIGATION PROJECT UNDER KARLAMUNDA BLOCK IN KALAHANDI DISTRICT",Please refer to Tender Documents ,NA ,"36,90,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,60.0,KARLAMUNDA,766031.0,NA ,NA ,NA ,"O/O The Executive Engineer L.I.Division,Bhawanipat",No ,No,"36,900",Yes,fixed,,Nil,Nil,AOC,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_113047_23,OLIC-BPT-02/2025-26 Dt.01.05.2025,"REINFORCEMENT OF REGADA-I, S.MALPADA-III AND TERESINGA-I LIFT IRRIGATION PROJECT UNDER KARLAMUNDA BLOCK IN KALAHANDI DISTRICT",Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Dyllod Nag Jagannath Das,BIPRA SOREN,20-Aug-2025 01:51 PM,finsummary_538472.pdf (2850.44 KB),Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,30-Jun-2025 02:53 PM,finance_538472.pdf,BOQ Comparative Chart,1.0,2916870.0,SANTOSH KUMAR SAHU,INR,"3,136,869",25-Aug-2025,"INR 3,136,869",60.0,BIPRA SOREN,15-Oct-2025 04:05 PM,23REGADAISMALPADAIIITERESINGAI.pdf (5421.00 KB),AWARD OF CONTRACT,1,2918538,ASHOK KUMAR PADHAN,15-May-2025 08:33 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,Bipra Soren,Internal,Bipra Soren Santosh Kumar Kisan Krushna Ch. Sahu Dyllod Nag Jagannath Das,BIPRA SOREN,19-Jul-2025 12:17 PM,techsummary_538472.pdf (3067.81 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2911178,BISHAL AGRAWALLA,11-May-2025 06:12 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2917487,Biswajit Mund,15-May-2025 07:59 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2919593,CHUDAMANI SAHU,15-May-2025 09:56 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2918217,KAPIL KUMAR JAIN,16-May-2025 10:06 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2917030,MANISHA AGRAWAL,14-May-2025 05:43 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2910072,"M/S SHIVANI INFRASTRUCTURE AND SUPPLIERS, PROP. YASH AGRAWAL",13-May-2025 09:14 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2920012,PARAMANANDA SAHU,16-May-2025 03:36 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2920315,RADHAKANTA SETH,16-May-2025 11:40 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2919346,RATHA MEHER,16-May-2025 01:53 AM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2909809,RUP KUMAR AGRAWAL PROP KP ELECTRICALS,13-May-2025 08:58 PM,Rejected-AOC,L2 not Selected,15-Oct-2025 04:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2916870,SANTOSH KUMAR SAHU,14-May-2025 02:50 PM,Accepted-AOC,L1 and Accepted,15-Oct-2025 04:05 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2912992,SHASHI BHUSAN PRAHARAJ,14-May-2025 01:49 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2916297,S KRISHNA KUMARI REDDY,13-May-2025 03:34 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2909825,SOHELI BANSAL,13-May-2025 09:03 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2920706,SUBASHIS SAHOO,16-May-2025 01:31 PM,Rejected-Finance,L3 not Selected,20-Aug-2025 01:51 PM,,,,,,,AOC
