Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Scanned copy of Tender Fee, EMD, PAN, Aadhar Card, GST, R.C. of Contractor","PROVIDING AND LAYING TARFELT OVER ROOF SLAB OF UPPER IB OF UPPER INDRAVATI DAM CIRCLE AT KHATIGUDA, NABARANGPUR.","PROVIDING AND LAYING TARFELT OVER ROOF SLAB OF UPPER IB OF UPPER INDRAVATI DAM CIRCLE AT KHATIGUDA, NABARANGPUR.",Please refer Tender documents. ,NA ,"5,87,803",Civil Works - Others,NA ,Tender,90.0,120.0,Khatiguda,764085.0,NA ,NA ,NA ,"O/o The Executive Engineer, Podagada Dam Division,",No ,No,CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,EEPDD01,2025_PGDDK_116583_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Executive Engineer, Podagada Dam Division","O/o The Executive Engineer, Podagada Dam Division, Khatiguda, Nabarangpur, Odisha, 764085","4,000",Nil,Nil,No,"5,900",Yes,fixed,,Nil,Nil,16-Aug-2025 11:00 AM,30-Aug-2025 11:30 AM,16-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,16-Aug-2025 11:00 AM ,20-Aug-2025 05:00 PM ,16-Aug-2025 11:00 AM,29-Aug-2025 05:00 PM,AOC,Additional Chief Engieer,Internal,"Estimator O/O UIDC,Asst to ACE,EE PDD",Nelson Tadingi,15-Oct-2025 12:34 PM,finsummary_548600.pdf (2536.93 KB),CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Podgada Dam Division Khatiguda,2025_PGDDK_116583_1,EEPDD01,"PROVIDING AND LAYING TARFELT OVER ROOF SLAB OF UPPER IB OF UPPER INDRAVATI DAM CIRCLE AT KHATIGUDA, NABARANGPUR.",1.0,3053267.0,PRATAP DASH,INR,"499,692",Finance,All 15 bidders has been accepted and admitted for further process,Nelson Tadingi,13-Sep-2025 05:21 PM,finance_548600.pdf,BOQ Comparative Chart,1,3052361,BIBEKANANDA NAYAK,28-Aug-2025 12:38 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,18-Oct-2025,"INR 499,692",120.0,Nelson Tadingi,18-Oct-2025 12:53 PM,AOC.pdf (1574.00 KB),L1 Bidder is decided through loterry,Additional Chief Engieer,Internal,"Estimator O/O UIDC,Asst to ACE,EE PDD",Nelson Tadingi,15-Oct-2025 12:13 PM,techsummary_548600.pdf (748.05 KB),AOC
,,.pdf,"Affidavit from Notary for authenticity of documents, EMD and Bid information furnished Annexure-A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3051245,BIPIN BIHARI HIAL,27-Aug-2025 02:06 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of Authentication of Documents and No Relation Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3048807,BRUNDABAN BHARATI,26-Aug-2025 12:53 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,.pdf,"Information regarding current litigation, Affidavit towards exemption of EMD incase of Engg. Contr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3049788,B S ENGINEERING PROP. BIJAY KUMAR SAHOO,26-Aug-2025 01:14 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit towards availing facilities in case of SC/ST Contractor with valid caste certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3043411,ESWAR HARIJAN,21-Aug-2025 12:22 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,.pdf,Any other document felt necessary as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3050480,HEMANTA KUMAR MOHANTY,26-Aug-2025 06:34 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,.xls,Price BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3051911,ISRAEL KHAN,28-Aug-2025 01:46 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3045848,Kuni Panda,24-Aug-2025 11:30 AM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3046270,NARENDRA BHARATI,26-Aug-2025 11:14 AM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3046906,prabir kumar pradhan,24-Aug-2025 08:39 PM,Rejected-AOC,rejected,18-Oct-2025 12:54 PM,,,,,,,,,,,,,,AOC
