Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"Supply ,Fabrication , Erection of gate and Hoist of Petfula Check Dam at Village- Petfula, Block- Papadahandi and Sub-division- Nabarangpur under NABARANGPUR MINOR IRRIGATION DIVISION, NABARANGPUR for the year 2024-25","Supply ,Fabrication , Erection of gate and Hoist of Petfula Check Dam at Village- Petfula, Block- Papadahandi and Sub-division- Nabarangpur under NABARANGPUR MINOR IRRIGATION DIVISION, NABARANGPUR for the year 2024-25",Please refer Tender documents. ,NA ,"10,03,395",Mechanical Works,NA ,Tender,90.0,90.0,"PETFULA CHECK DAM, BLOCK-PAPADAHANDI",764071.0,NA ,NA ,NA ,BRAHMAPUR,No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACE/MCB/MDA-03/2025-26,2025_CEMWR_115594_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BRAHMAPUR","O/ O THE ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BRAHMAPUR",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN","6,000",0.0,Nil,Nil,No,"10,100",No,fixed,,Nil,Nil,17-Jul-2025 10:00 AM,01-Aug-2025 12:00 PM,17-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,17-Jul-2025 10:00 AM ,31-Jul-2025 05:30 PM ,17-Jul-2025 10:00 AM,31-Jul-2025 05:30 PM,1.0,ICICI BANK,AOC,24-Oct-2025,"INR 1,003,394.82",90.0,SANJAYA KUMAR NAYAK,24-Oct-2025 11:46 AM,AOC03.pdf (1173.00 KB),1,3019235,ABHISEKH ENTERPRISERS,31-Jul-2025 01:43 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,KK behera,Internal,,SANJAYA KUMAR NAYAK,23-Oct-2025 05:18 PM,techsummary_546080.pdf (3109.38 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_115594_1,ACE/MCB/MDA-03/2025-26,"Supply ,Fabrication , Erection of gate and Hoist of Petfula Check Dam at Village- Petfula, Block- Papadahandi and Sub-division- Nabarangpur under NABARANGPUR MINOR IRRIGATION DIVISION, NABARANGPUR for the year 2024-25",KK behera,Internal,,SANJAYA KUMAR NAYAK,23-Oct-2025 05:45 PM,finsummary_546080.pdf (1478.11 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED.,KISHORE KUMAR BEHERA,02-Aug-2025 05:43 PM,finance_546080.pdf,BOQ Comparative Chart,1.0,3014976.0,LAXMIDHRA BHUYAN,INR,"852,985.94",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,2,3007582,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",21-Jul-2025 09:33 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3015072,BANASHREE BHUYAN,31-Jul-2025 11:53 AM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3017752,BASUDEV PANIGRAHI,30-Jul-2025 12:30 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3014976,LAXMIDHRA BHUYAN,30-Jul-2025 10:36 PM,Accepted-AOC,Winner of transparent lottery process.,24-Oct-2025 11:46 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3008165,M/S Abirvab Steel Product,31-Jul-2025 11:59 AM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3009873,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,30-Jul-2025 08:11 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3008146,M/S Ashreebad Fabricators,31-Jul-2025 03:56 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3009890,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,30-Jul-2025 08:17 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3019040,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,31-Jul-2025 12:30 PM,Rejected-Finance,Loser in transparent lottery process.,23-Oct-2025 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
