S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"RC,EMD, Tender Paper Cost, PAN, GSTIN, Affidavit regarding correctness, No relation certificate","Periodical Maintenance to PWD Road to Sanjamkheju Part A, PWD Road to Kutingpadar Part B,PWD Road Mohanguda to Raghunathpur (part C) and PWD Road to Khajuripada (part D) in the District of Kalahandi for the Year 2024-25","Periodical Maintenance to PWD Road to Sanjamkheju Part A, PWD Road to Kutingpadar Part B,PWD Road Mohanguda to Raghunathpur (part C) and PWD Road to Khajuripada (part D) in the District of Kalahandi for the Year 2024-25",Please refer Tender documents. ,NA ,"1,49,95,000",Civil Works - Others,NA ,Tender,90.0,90.0,Bhawanipatna/Kalahandi,766001.0,NA ,NA ,NA ,"O/o the CCE RW Circle, Bhawanipatna",No ,No,03-Jan-2025 11:00 AM,18-Jan-2025 11:00 AM,03-Jan-2025 11:00 AM,17-Jan-2025 05:00 PM,03-Jan-2025 11:00 AM ,16-Jan-2025 05:00 PM ,03-Jan-2025 11:00 AM,17-Jan-2025 05:00 PM,05-Apr-2025 11:00 AM,CE RW I||RWCIRCLE-BHAWANIPATNA,BPT/Online-08/2024-25,2024_CERWI_108932_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,"1,49,950",Yes,percentage,1.0%,Nil,Nil,Chief Construction Engineer,"O/o the CCE RW Circle, Bhawanipatna",AOC,1,2757472,ABHISEK KUMAR AGRAWAL,17-Jan-2025 03:05 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,18-Oct-2025,"INR 14,995,744",90.0,Pradeep Kisan,18-Oct-2025 05:06 PM,raghuagreement.pdf (973.00 KB),Finance,PRICE BID OPENED,Ajit Kumar Singh,09-Apr-2025 01:30 PM,,BOQ Comparative Chart,Arjuna Behera,Internal,,Biswajit Rayaguru,31-Mar-2025 11:51 AM,05-Apr-2025 11:00 AM,techsummary_522931.pdf (1447.01 KB),ARJUNA BEHERA,Internal,,Pradeep Kisan,28-Apr-2025 11:22 AM,finsummary_522931.pdf (581.20 KB),Technical,36NOS. BIDDERS ARE PARTICIPATED,Pradeep Kisan,24-Jan-2025 05:26 PM,,CE RW I||RWCIRCLE-BHAWANIPATNA,2024_CERWI_108932_2,BPT/Online-08/2024-25,"Periodical Maintenance to PWD Road to Sanjamkheju Part A, PWD Road to Kutingpadar Part B,PWD Road Mohanguda to Raghunathpur (part C) and PWD Road to Khajuripada (part D) in the District of Kalahandi for the Year 2024-25",1.0,2745189.0,Raghunandan Agrawal,INR,"12,747,882",AOC
2.0,ICICI NEFT/RTGS,,,.pdf,"ATO, Similar Nature of Work, Work hand,Work experience, machinarie and other document as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2756276,Barun Kumar Agrawal,16-Jan-2025 06:23 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2757603,BASANT AGRAWAL,16-Jan-2025 11:01 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2749231,BIKASH KUMAR AGRAWAL,17-Jan-2025 12:12 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2756814,BIKASH KUMAR SAHU,16-Jan-2025 07:34 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2756700,DEBENDRA KUMAR NAYAK,16-Jan-2025 07:20 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2758506,DEBESWA DATT MEHER,17-Jan-2025 01:14 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2757944,GAUTAM KUMAR AGRAWAL,17-Jan-2025 04:59 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2759241,GIRIDHARI LAL AGRAWAL,17-Jan-2025 01:31 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2759477,GOPAL CHANDRA SAHU,17-Jan-2025 01:59 PM,Rejected-Finance,Not Selected in lottery,28-Apr-2025 11:22 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
