Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN",19-May-2025 09:00 AM,03-Jun-2025 11:00 AM,19-May-2025 09:00 AM,02-Jun-2025 05:00 PM,NA ,NA ,19-May-2025 09:00 AM,02-Jun-2025 05:00 PM,S.E Nayagarh,"O/O The S.E Nayagarh Irrigation Division, Nayagarh","6,000",0.0,Nil,Nil,No,Protection to Dahuka Right near village Champatipur from RD 17700m to RD 18700m for the year 2025-26,Protection to Dahuka Right near village Champatipur from RD 17700m to RD 18700m for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,NAYAGARH,752069.0,NA ,NA ,NA ,"S.E Nayagarh Irrigation Division, Nayagarh",No ,No,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",BID IDENTIFICATION NO.SE_02_NGR_OF 2025-26,2025_CELBB_113496_12,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"34,800",Yes,fixed,,Nil,Nil,AOC,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sanjeet Kumar Sahoo Estimator,Er.Arati Pradhan,JE Estimator",ARATI PRADHAN,03-Oct-2025 12:12 PM,finsummary_539802.pdf (227.92 KB),SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sanjeet Kumar Sahoo Estimator,Er.Arati Pradhan,JE Estimator",ARATI PRADHAN,18-Sep-2025 12:00 PM,techsummary_539802.pdf (227.92 KB),1.0,2940358.0,RAMESH CHANDRA PRADHAN,INR,"2,956,219.02","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",2025_CELBB_113496_12,BID IDENTIFICATION NO.SE_02_NGR_OF 2025-26,Protection to Dahuka Right near village Champatipur from RD 17700m to RD 18700m for the year 2025-26,1,2947551,AJAYA KUMAR SAHOO,02-Jun-2025 10:56 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,03-Oct-2025,"INR 2,956,219.02",180.0,Baikuntha Dalai,06-Oct-2025 05:24 PM,12.pdf (646.00 KB),AOC,Finance,Out of total 64 nos of bidders 64 nos of bidders Technically qualified for opening of financial bid.,ARATI PRADHAN,18-Sep-2025 11:57 AM,,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2947685,AKLANTA ANURAG MOHAPATRA,02-Jun-2025 04:34 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2945640,ALOK KUMAR PRADHAN,31-May-2025 08:21 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2943951,AMIT KUMAR SAMANTARA,30-May-2025 08:07 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2947936,ASHOK KUMAR ROUT,02-Jun-2025 11:23 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2935163,BABULA KAANRA,27-May-2025 02:34 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2948921,BAPU LINGARAJ PRASAD,02-Jun-2025 04:14 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2948100,BASANTA KUMAR DAS,02-Jun-2025 11:52 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2942494,BASANT KUMAR SAMANTARAY,31-May-2025 07:28 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2945512,BIBHUTI BHUSAN ROUT,31-May-2025 06:32 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,06-Oct-2025 05:24 PM,,,,,,,,,,,,,,AOC
