Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,14 Nos of bidders admitted,Akshaya Kumar Naik,28-Oct-2025 04:29 PM,,BOQ Comparative Chart,"CCERWCIRCLE, BARIPADA",Internal,,Ashwani Pradhan,17-May-2025 01:57 PM,21-May-2025 11:00 AM,techsummary_529952.pdf (272.71 KB),1,2837204,AJAY KUMAR ROUT,25-Feb-2025 05:05 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,28-Oct-2025,"INR 82,091,658",455.0,Akshaya Kumar Naik,28-Oct-2025 04:45 PM,Tato_Mata.pdf (1558.00 KB),1.0,2839480.0,MS SHAKTIMAN BUILDERS,INR,"82,091,658","CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,28-Oct-2025 04:41 PM,finsummary_529952.pdf (1680.45 KB),CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_110578_1,Road Online N.C.B. No-367,Improvement to Tato- Mata Road under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.,Technical,17 Nos bidders participated,Ashwani Pradhan,17-May-2025 01:54 PM,,AOC,Improvement to Tato- Mata Road under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.,Improvement to Tato- Mata Road under MMSY- Improvement to Existing RD Road in the District of Mayurbhanj for the year 2024-25.,Please refer Tender documents. ,NA ,"9,65,67,000",Civil Works - Roads,NA ,Tender,90.0,455.0,"SERW Division, Karanjia",757037.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-367,2025_CERWI_110578_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,13-Feb-2025 05:00 PM,28-Feb-2025 11:00 AM,13-Feb-2025 05:00 PM,27-Feb-2025 05:00 PM,13-Feb-2025 05:00 PM ,25-Feb-2025 05:00 PM ,13-Feb-2025 05:00 PM,27-Feb-2025 05:00 PM,21-May-2025 11:00 AM,"9,65,670",Yes,percentage,1.0%,Nil,Nil,CCE RWC Baripada,CCE RWC Baripada,AOC
,,,,,,,,,,,,,2,2836619,Basanta Kumar Paibarty,25-Feb-2025 11:11 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,2840240,BIJAYA NANDA MANDAL,27-Feb-2025 02:53 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,2839682,MANOJ KUMAR MOHANTY,27-Feb-2025 12:00 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,2840628,M/S ARYA CONSTRUCTION,27-Feb-2025 04:41 PM,Rejected-Technical,Insufficient bid capacity,17-May-2025 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,2839480,MS SHAKTIMAN BUILDERS,27-Feb-2025 02:08 PM,Accepted-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,2839528,Nanda Kishore Bindhani,27-Feb-2025 03:50 PM,Rejected-AOC,L2,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,2839219,PANKAJ KUMAR PANDA,26-Feb-2025 09:10 PM,Rejected-Technical,Insufficient work experience,17-May-2025 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,2836949,PRADEEP KUMAR PANDA,26-Feb-2025 11:03 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,2836079,PRADIPTA KUMAR RAY,27-Feb-2025 01:16 PM,Rejected-AOC,L1,28-Oct-2025 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
