Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, GSTIN, PAN, RC, AFFIDAVIT, DOCUMENT ASPER DTCN",05-Sep-2025 11:00 AM,16-Sep-2025 11:00 AM,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,05-Sep-2025 11:00 AM ,13-Sep-2025 05:00 PM ,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA","2,000",0.0,Nil,Nil,No,S/R to D-Type Staff Quarter Building for New Tahasil at Jamankira for the year 2025-26.,S/R to D-Type Staff Quarter Building for New Tahasil at Jamankira for the year 2025-26.,NA ,NA ,"3,39,103",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,"3,391",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender 03 RWD Kuchinda 2025 26,2025_CERWI_117705_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3067373,AMIT PRATAP SINGH,10-Sep-2025 01:24 AM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,13-Oct-2025,"INR 288,271",30.0,Debarsi Naik,28-Oct-2025 12:55 PM,6849.pdf (635.00 KB),AOC,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 12:29 PM,techsummary_551507.pdf (349.95 KB),CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_117705_1,Online Tender 03 RWD Kuchinda 2025 26,S/R to D-Type Staff Quarter Building for New Tahasil at Jamankira for the year 2025-26.,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 12:46 PM,finsummary_551507.pdf (349.95 KB),Finance,bid opened,Debarsi Naik,16-Sep-2025 07:37 PM,finance_551507.pdf,BOQ Comparative Chart,1.0,3080326.0,BHESAJA KUMAR PATTA,INR,"288,271",AOC
,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2,3080326,BHESAJA KUMAR PATTA,15-Sep-2025 01:56 AM,Accepted-AOC,Accepted through transparent lottery process,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3079614,BINAPANI PATEL,14-Sep-2025 03:02 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3078197,Binata Pandey,14-Sep-2025 07:39 AM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3080980,BISHAL AGRAWAL,15-Sep-2025 01:26 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3078198,DEBENDRA KISAN,12-Sep-2025 11:52 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3073099,GANESH PRADHAN,11-Sep-2025 11:44 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3079717,MAHAKUL CONSTRUCTION,14-Sep-2025 05:44 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3081790,MARUTI ENGINEERING AND CONTRACTORS,15-Sep-2025 04:19 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3073088,PADMINI SINGH,12-Sep-2025 12:25 AM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3079005,PUJARANI SAMAL,13-Sep-2025 10:23 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3081249,SHRABAN KUMAR SAHOO,15-Sep-2025 02:08 PM,Rejected-AOC,Rejected,28-Oct-2025 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
