Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,Open Bid,SRIKANTA ROUT,11-Jun-2025 05:00 PM,,BOQ Comparative Chart,1.0,2934486.0,M/S Maa Durga Agancy,INR,"908,988",Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,2025_OLIC_113447_89,EE/OLIC/BGH-01/2025-26,Execution of Reinforcement work of Bheden-IV Package R.L. Project under Bheden Block in Bargarh District,S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,15-Sep-2025 06:01 PM,finsummary_539709.pdf (470.63 KB),S N Tripathy,Internal,"S Rout, R C Beshra",Surya Narayan Tripathy,11-Sep-2025 11:44 AM,techsummary_539709.pdf (470.63 KB),14-Oct-2025,"INR 908,988",60.0,Surya Narayan Tripathy,14-Oct-2025 11:33 AM,1023MaaDrugaAgency.pdf (320.00 KB),Awarded Bidder,1,2931222,KHARABELA KHAMARI,27-May-2025 05:27 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 11:44 AM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Affidavit, and other as per DTCN",1.0,Date Extended for participate and other clause Modified,Date,,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,Execution of Reinforcement work of Bheden-IV Package R.L. Project under Bheden Block in Bargarh District,Irrigation work,Please refer Tender documents. ,NA ,"10,69,272",Civil Works - Lift Irrigation Schemes,NA ,Tender,60.0,60.0,Bargarh,768028.0,NA ,NA ,NA ,"O/o the Executive Engineer, L.I. Division, Bargarh",No ,No,Orissa Lift Irrigation Corporation||LI Northern Circle Sambalpur||LI Division Bargarh,EE/OLIC/BGH-01/2025-26,2025_OLIC_113447_89,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,693",Yes,percentage,1.0%,Nil,Nil,"Executive Engineer, L.I. Division, Bargarh","O/o the Executive Engineer, L.I. Division, Bargarh",17-May-2025 10:00 AM,31-May-2025 11:00 AM,17-May-2025 10:00 AM,30-May-2025 05:00 PM,17-May-2025 10:00 AM ,29-May-2025 05:00 PM ,17-May-2025 10:00 AM,30-May-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2934486,M/S Maa Durga Agancy,30-May-2025 04:04 AM,Accepted-AOC,Awarded Bidder,14-Oct-2025 11:33 AM,AOC,,,.xls,BOQ,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2935912,M/S PRATIBHA CONSTRUCTION,29-May-2025 09:31 AM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2933530,"M/S PVR ENGINEERING WORKS, PROP. PENUMAKA GOPI KRISHNA",27-May-2025 02:26 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2941235,SANATAN PRADHAN,29-May-2025 06:34 PM,Rejected-Technical,Unsuccessful bidder,11-Sep-2025 11:44 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
