Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,License,Annual Turnover,experience,machinery and other papers as per DTCN","CCE,RWC,Rayagada","O/O of the Chief Construction Engineer,Rural Works Circle,Rayagada, At-Hatipathar Road near Raniguda Farm",1.0,ICICI BANK,CE RW I||RWCIRCLE-RAYAGADA,NCB-09/RWCRGDA/2025-26,2025_CERWI_113350_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,23-May-2025 11:00 AM,12-Jun-2025 11:00 AM,23-May-2025 11:00 AM,11-Jun-2025 05:00 PM,23-May-2025 11:00 AM ,10-Jun-2025 05:00 PM ,23-May-2025 11:00 AM,11-Jun-2025 05:00 PM,23-Jul-2025 11:00 AM,Periodical Renewal work of 5 year Post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No.PM-MOH-B2/2024-25,Periodical Renewal work of 5 year Post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No.PM-MOH-B2/2024-25,Please refer Tender documents. ,NA ,"2,94,12,000",Civil Works - Roads,NA ,Tender,90.0,180.0,Mohana,761015.0,NA ,NA ,NA ,Rayagada,No ,No,"2,94,120",Yes,percentage,1.0%,Nil,Nil,AOC,CE RW I||RWCIRCLE-RAYAGADA,2025_CERWI_113350_2,NCB-09/RWCRGDA/2025-26,Periodical Renewal work of 5 year Post DLP PMGSY Roads for financial year 2024-25 under State Budget for Package No.PM-MOH-B2/2024-25,Technical,Tender documents verified,Sujata Hembram,13-Jun-2025 04:04 PM,,OFFICE OF THE CCE RAYAGADA,Internal,,Binod Behari Das,27-Oct-2025 05:56 PM,finsummary_540808.pdf (1361.35 KB),1.0,2961273.0,Jyoti Prakash Misra,INR,"25,003,107.3",27-Oct-2025,"INR 25,003,107.3",180.0,Binod Behari Das,27-Oct-2025 06:06 PM,WorkOrderB2.PDF (1361.00 KB),AWARD OF CONTRACT,1,2960095,ALLAPA AKHIL KUMAR,10-Jun-2025 05:51 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,"Estimator, DAO, Superintending Engineer of RW Division, Mohana and Chief Construction Engineer, RW Circle, Rayagada",Internal,,Binod Behari Das,18-Jul-2025 10:40 PM,23-Jul-2025 11:00 AM,techsummary_540808.pdf (3474.50 KB),Finance,Tender Documents To Be Verified,Sujata Hembram,23-Jul-2025 05:45 PM,finance_540808.pdf,BOQ Comparative Chart,AOC
2.0,Finance,.xls,BOQ,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2961401,B LAXMI NARYANA,11-Jun-2025 02:38 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2960809,CHANDAN PRASAD PADHY,11-Jun-2025 01:47 PM,Rejected-Technical,DISQUALIFIED due to non furnishing similar nature of works and an undertaking for Hot Mix Plant establishment within 60 Km radius,18-Jul-2025 10:40 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2961514,G. Monali Dora,11-Jun-2025 03:44 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2952751,GOURINATH MOHAPATRA,05-Jun-2025 03:02 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2940975,Jeeban Chandra Sahu,11-Jun-2025 12:44 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2961273,Jyoti Prakash Misra,11-Jun-2025 12:49 PM,Accepted-AOC,AWARD OF CONTRACT,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2955609,KISHOR CHANDRA SIBALA,10-Jun-2025 01:47 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2959059,KRISHNA CHANDRA NIMALU,11-Jun-2025 03:57 PM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2960563,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,11-Jun-2025 12:33 AM,Rejected-AOC,1ST LOWEST TENDERER,27-Oct-2025 06:06 PM,,,,,,,,,,,,,,AOC
