Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage
22-Jul-2025,"INR 163,823",90.0,Rasmi Rani Nahak,14-Oct-2025 05:16 PM,IMG_0009.pdf (590.00 KB),awarded,1,2919150,Asish Kumar Patnaik,15-May-2025 04:03 PM,Accepted-AOC,awarded,14-Oct-2025 05:16 PM,Municipal Bodies||Digapahandi NAC,2025_ORULB_112815_26,DIGNAC-02/2025-26,"Repair of Drain with cover plate at Janata Lane ,in ward No- 10 NAC Digapahandi",1.0,2919150.0,Asish Kumar Patnaik,INR,"163,823",Finance,two bidders are paticipted and qualified for financial evaluation,Rasmi Rani Nahak,25-Jun-2025 01:39 PM,,BOQ Comparative Chart,CHAIRPERSON,Internal,"EO,JE,AE,ME",Mamata Kumari Panda,29-May-2025 01:15 PM,29-May-2025 02:00 PM,techsummary_537708.pdf (594.40 KB),Technical,TWO BIDDERS ARE PATICIPATED AND QUALIFIED FOR FINANCIAL BID,Mamata Kumari Panda,28-May-2025 09:25 AM,,CHAIRPERSON,Internal,EO JE ME AE ACCOUNTANT,Rasmi Rani Nahak,25-Jun-2025 02:41 PM,finsummary_537708.pdf (714.62 KB),AOC,26-Apr-2025 03:00 PM,17-May-2025 11:00 AM,26-Apr-2025 03:00 PM,16-May-2025 01:00 PM,NA ,NA ,26-Apr-2025 03:00 PM,16-May-2025 01:00 PM,29-May-2025 02:00 PM,"1,700",Yes,fixed,,Nil,Nil,"Repair of Drain with cover plate at Janata Lane ,in ward No- 10 NAC Digapahandi","Repair of Drain with cover plate at Janata Lane ,in ward No- 10 NAC Digapahandi",Please refer Tender documents. ,NA ,"1,64,647",Civil Works - Others,NA ,Tender,90.0,90.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,708.0,0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,DTCN,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2025-26,2025_ORULB_112815_26,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE OFFICER NAC DIGAPAHANDI,NAC OFFICE DIGAPAHANDI,1,ICICI BANK,AOC
,,,,,,,2,2919319,GOURI SHANKAR PANDA,15-May-2025 05:48 PM,Rejected-Finance,L2 REJECTED,25-Jun-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
