S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1,2921926,ASCENSOR LIFTS AND AUTOMATION PRIVATE LIMITED,17-May-2025 08:43 AM,Rejected-Technical,The bidder has not submitted all the required documents,12-Jun-2025 03:06 PM,Technical,The technical bids of the 4 (four) nos of bidders have been opened within stipulated date and time,PALLIPUSPA PANDA,19-May-2025 04:56 PM,,Finance,FBOS,BANASHRI RATH,09-Oct-2025 07:14 PM,finance_538644.pdf,BOQ Comparative Chart,09-Oct-2025,"INR 4,362,964",45.0,BANASHRI RATH,09-Oct-2025 07:30 PM,AOC.pdf (1933.00 KB),The bidder has quoted 4.99 percent less to the estimated cost being single technically qualified bidder and approval has been taken from competent authority,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda, DyM (Elect), Er. Himanshu Sekhar Nayak JE Elect, Saroj Kumar mallick, DyM Fin",BANASHRI RATH,09-Oct-2025 07:24 PM,finsummary_538644.pdf (486.07 KB),Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda DyM Elect, Saroj kumar Mallick, DyM Fin, Er. Himanshu Sekhar Nayak JE Elect",PALLIPUSPA PANDA,12-Jun-2025 03:06 PM,12-Jun-2025 05:30 PM,techsummary_538644.pdf (293.21 KB),IDCO||IDCO||IDCO,2025_IDCO_113164_1,BBSR/ELECT-II/e- 15/24-25,"SITC of 2 nos of 13 passenger lift for C and D block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.",1.0,2910928.0,T.RABIN KUMAR PATRO,INR,"4,145,252",AOC,IDCO||IDCO||IDCO,BBSR/ELECT-II/e- 15/24-25,2025_IDCO_113164_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"SITC of 2 nos of 13 passenger lift for C and D block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.","SITC of 2 nos of 13 passenger lift for C and D block of Pulah Hall of Residence, VSSUT Burla alongwith the buyback of 2nos of 13 passenger lift existing in the same building.",Pls refer the bid document ,NA ,"43,62,964",Electrical Works,Lift works ,Tender,120.0,45.0,VSSUT Burla,768018.0,NA ,NA ,NA ,"O/o DH,Elect.-II, IDCO, IDCO Towers, BBSR",No ,No,09-May-2025 12:00 PM,19-May-2025 04:00 PM,09-May-2025 12:00 PM,17-May-2025 04:00 PM,09-May-2025 12:00 PM ,17-May-2025 12:00 PM ,09-May-2025 12:00 PM,17-May-2025 04:00 PM,12-Jun-2025 05:30 PM,"DH Electrical-II, IDCO,BBSR","O/o DH,Elect.-II, IDCO, IDCO Towers, BBSR",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"AUTHORISATION, GST, PAN, EPF WITH LATEST CHALLAN, SCHEDULED D AND OTHER DOC REQUIRED AS PER BID DOC","7,080",0.0,Nil,Nil,No,"43,630",No,fixed,,Nil,Nil,AOC
2,2922535,MAHABIR ENTERPRISES,17-May-2025 02:31 PM,Rejected-Technical,The bidder has not submitted all the required documents,12-Jun-2025 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
3,2920089,SCHMITT INSIGNIA PRIVATE LIMITED,17-May-2025 01:56 PM,Rejected-Technical,The bidder has not submitted all the required documents,12-Jun-2025 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,2910928,T.RABIN KUMAR PATRO,14-May-2025 06:28 PM,Accepted-AOC,The bidder has quoted 4.99 percent less to the estimated cost being single technically qualified bidder and approval has been taken from competent authority,09-Oct-2025 07:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
