Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,18nos bids received,Mohammed Shahbaz,11-Aug-2025 07:30 PM,,BOQ Comparative Chart,1,3028367,ADITYA KUMAR DAS,08-Aug-2025 01:25 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2025_EICCL_116114_11,SE CTC (RandB)-22 of 2025-26,"S/R to Cuttack City Ring Road from Sikharpur to Khannagar via-Bidanasi, Belview Chhak for the year 2025-26 (such as Providing BM and SDBC in patches)(1500.00mtr)",1.0,3026471.0,ITISHREE MOHANTY,INR,"2,479,829",30-Oct-2025,"INR 2,479,829",30.0,Mohammed Shahbaz,30-Oct-2025 06:26 PM,116114_11_A.pdf (418.00 KB),The agency has been finalised on transparent lottery system and the date of commencement may be treated as 11.09.2025 to complete the work by 10.10.2025 in all respect,Er Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibas Sr DAO,Mohammed Shahbaz,22-Aug-2025 02:00 PM,techsummary_547479.pdf (907.36 KB),Er. Md Shahbaz SE,Internal,Er Nirupama Sahoo AE Estr Er Amiya Ranjan Sinha EE(OSD) Mr N Srinibash Sr DAO,Mohammed Shahbaz,30-Oct-2025 06:21 PM,finsummary_547479.pdf (1068.05 KB),AOC,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"S/R to Cuttack City Ring Road from Sikharpur to Khannagar via-Bidanasi, Belview Chhak for the year 2025-26 (such as Providing BM and SDBC in patches)(1500.00mtr)",Road work,As per DTCN ,NA ,"29,17,103",Civil Works - Roads,NA ,Tender,90.0,30.0,Cuttack,753001.0,NA ,NA ,NA ,O/O SE Cuttack RandB Division No.I Cuttack,No ,No,"29,200",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-22 of 2025-26,2025_EICCL_116114_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SE Cuttack RandB Division No.I,O/O SE Cuttack RandB Division No.I Cuttack,25-Jul-2025 05:00 PM,11-Aug-2025 11:00 AM,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,NA ,NA ,25-Jul-2025 05:00 PM,08-Aug-2025 05:00 PM,AOC
,,,,,,2,3028716,AKS MINING INFRACON,08-Aug-2025 04:11 PM,Rejected-Technical,Disqualified due to non submission of Schedule-A in proper format,22-Aug-2025 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3022194,AMITABH SWAIN,03-Aug-2025 01:02 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3020448,AMIYA SAMANTRAY,07-Aug-2025 12:53 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3024786,ARACHIS ZEPPELIN SERVICES PRIVATE LIMITED,05-Aug-2025 04:19 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3028831,BHAGIRATHI BISWAL,08-Aug-2025 04:58 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3028788,BIJAY KUMAR PARIDA,08-Aug-2025 04:49 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3028608,BISWAJIT ROUT,08-Aug-2025 02:56 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3024970,BISWANATH BEHERA,05-Aug-2025 07:24 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3027800,"GANGADHAR PRADHAN,PROP.-PRADHAN GENERAL SUPPLIER",07-Aug-2025 09:45 PM,Rejected-AOC,Rejected,30-Oct-2025 06:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
