Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3064698,Bhawani Sankar Harpal,05-Sep-2025 09:32 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,3064795,Bidya dhara Kand,05-Sep-2025 07:05 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,3065932,BINAYAK BEHERA,06-Sep-2025 03:31 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,3063733,Brajendra Naik,04-Sep-2025 11:57 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,3063846,Chanchal Mahapatra,04-Sep-2025 10:14 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,16,3064662,CH SUBASH CHANDRA PATRO,06-Sep-2025 11:07 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,17,3052133,DEEPAK RANJAN BEHERA,01-Sep-2025 09:01 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,18,3063966,DHARMENDRA KUMAR PANDA,06-Sep-2025 12:29 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,19,3063346,Dillip Kumar Panda,04-Sep-2025 01:13 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,20,3059907,Gupteswar Behera,04-Sep-2025 08:53 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,21,3063837,HEMANTA KUMAR SAHU,04-Sep-2025 08:48 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,22,3065754,HITESH KUMAR SHARMA,06-Sep-2025 01:54 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,23,3064968,J. AJAYA SARABU,06-Sep-2025 12:34 PM,Accepted-AOC,AOC issue to J Ajaya Sarabu,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,24,3064718,Jitendra Kumar Naik,05-Sep-2025 11:07 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,25,3065888,Manaranjan Behera,06-Sep-2025 03:06 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,26,3064379,MANOJ KUMAR NAYAK,06-Sep-2025 01:27 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,27,3066125,Mohammad Aarif Khan,06-Sep-2025 04:45 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,28,3064722,M/S SHREE SHYAM REALCON,05-Sep-2025 09:53 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,29,3064373,PARESWAR PRADHANI,05-Sep-2025 02:43 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,30,3065626,PRAMOD KUMAR NAYAK,06-Sep-2025 01:16 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,31,3064970,PRATAP KISHOR NAIK,05-Sep-2025 08:33 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,32,3060020,PRITHVIRAJ SINGH,01-Sep-2025 07:25 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,33,3064258,Priyabrata Patra,05-Sep-2025 06:51 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,34,3065447,RAJEN KUMAR THAKUR,06-Sep-2025 12:15 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,35,3064577,RAKESH KUMAR CHOUDHURY,05-Sep-2025 11:27 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,36,3064282,RANJITA PANDA,05-Sep-2025 07:34 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,37,3057351,RANKANIDHI MEHER,01-Sep-2025 01:14 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,38,3065451,RASHMI RANJAN JENA,06-Sep-2025 12:20 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,39,3065903,Rasmita Pattnaik,06-Sep-2025 03:39 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,40,3063681,RATHA MEHER,05-Sep-2025 10:31 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,41,3064617,ROHAN KUMAR NAG,06-Sep-2025 11:30 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,42,3056881,RUDRA PRASAD MUND,30-Aug-2025 07:30 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,43,3050505,Sachidananda Majhi,01-Sep-2025 09:51 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,44,3063199,SANKARLAL JAIN,04-Sep-2025 12:11 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,45,3063190,SANTOSH KUMAR MUND,04-Sep-2025 12:15 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,46,3065577,SARADA KUMARI RAO,06-Sep-2025 01:30 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,47,3054260,SHASHI BHUSAN PRAHARAJ,29-Aug-2025 08:07 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,48,3065155,SHIVRAM MEHER,05-Sep-2025 11:40 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,49,3064937,SIBANI PUROHIT,06-Sep-2025 10:45 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,50,3057330,SITESH KUMAR NAHAK,01-Sep-2025 11:43 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,51,3065083,Sobhabati Meher,05-Sep-2025 09:52 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,52,3064393,SOURAV RANJAN PANDA,06-Sep-2025 01:46 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,53,3061873,SUDHANSU SEKHAR BEHERA,05-Sep-2025 09:17 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,54,3064021,SUPRIYA DASH,05-Sep-2025 09:25 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,55,3064507,TAPASWINI MUND,05-Sep-2025 03:51 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,56,3064143,TUSHAR KANTA PANDA,05-Sep-2025 06:39 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
