Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"SE, M.I. Division, Kalahandi, Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",1.0,ICICI BANK,"29,200",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,Sl-6 Improvement to Palas MIP (D/W) in Jaipatna Block in Kalahandi District under Critical Grant for the year 2025-26,Improvement to Palas MIP (D/W) in Jaipatna Block in Kalahandi District under Critical Grant for the year 2025-26,Please refer Tender documents. ,NA ,"29,12,261",Civil Works - Others,Imp to IMPs ,Tender,90.0,90.0,Jaipatna,766018.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 02/2025-26,2025_CEMIB_117359_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN",1.0,1st Corrigendum,Other,,26-Aug-2025 10:00 AM,08-Sep-2025 11:00 AM,26-Aug-2025 10:00 AM,06-Sep-2025 05:30 PM,26-Aug-2025 10:00 AM ,06-Sep-2025 05:30 PM ,26-Aug-2025 10:00 AM,06-Sep-2025 05:30 PM,AOC,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_117359_6,SE MID BPT 02/2025-26,Sl-6 Improvement to Palas MIP (D/W) in Jaipatna Block in Kalahandi District under Critical Grant for the year 2025-26,Er Saroj Sha,Internal,"Lal Krishna Bastia, DAO, Nituza Panna AE Estr are the committee members, J Ajaya Sarabu is the lottery winner",SAROJ SHA,15-Oct-2025 12:26 PM,finsummary_550523.pdf (326.73 KB),Finance,all bids are open as per schedule time,SAROJ SHA,09-Sep-2025 12:26 PM,finance_550523.pdf,BOQ Comparative Chart,1.0,3064968.0,J. AJAYA SARABU,INR,"2,475,713.39",1,3065478,ABHIMANYU NAIK,06-Sep-2025 01:25 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,10-Nov-2025,"INR 2,475,713.39",90.0,SAROJ SHA,15-Oct-2025 01:11 PM,6PalasWorkorde.pdf (307.00 KB),J Ajaya Sarabu is the lottery winner,Er Saroj Sha,Internal,"Lal Krishna Bastia, DAO, Nituza Panna AE Estr are the committee members",SAROJ SHA,16-Sep-2025 09:36 PM,techsummary_550523.pdf (895.43 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3063376,ADITYA KUMAR MISHRA,04-Sep-2025 11:54 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3065531,AMIT NAIK,06-Sep-2025 12:23 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3064367,AMIT RANJAN PATRA,05-Sep-2025 02:21 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3065417,ANJAN KUMAR BEHERA,06-Sep-2025 02:55 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3062577,ANKIT KUMAR AGRAWAL,04-Sep-2025 01:54 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3064358,ARIJIT NAYAK,06-Sep-2025 01:14 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3058893,ASHOK KUMAR PADHAN,02-Sep-2025 07:20 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3063133,ASWINI KUMAR SAHU,04-Sep-2025 11:41 AM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3064831,ATUL KUMAR BANSAL,05-Sep-2025 10:41 PM,Rejected-AOC,Rejected by lottery system,15-Oct-2025 01:12 PM,,,,,,,,,,,,,,AOC
