Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Periodical maintenance of 5 years completed PMGSY (Post DLP) Roads (Package No.PM-KJR-06), T01-Chhenapadi to Panchagochhia (OR-17-577) in the district of Keonjhar for the year 2025-26","Periodical maintenance of 5 years completed PMGSY (Post DLP) Roads (Package No.PM-KJR-06), T01-Chhenapadi to Panchagochhia (OR-17-577) in the district of Keonjhar for the year 2025-26",Please refer tender documents ,NA ,"64,06,453",Civil Works - Roads,NA ,Tender,90.0,90.0,Salapada,758020.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, ANANDPUR",No ,No,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,03/EE/RW/AND/2025-26,2025_CERWI_116846_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,14-Aug-2025 01:15 PM,25-Aug-2025 11:30 AM,14-Aug-2025 01:15 PM,22-Aug-2025 05:30 PM,14-Aug-2025 01:15 PM ,21-Aug-2025 05:30 PM ,14-Aug-2025 01:15 PM,22-Aug-2025 05:30 PM,22-Sep-2025 06:00 PM,1.0,ICICI BANK,"64,070",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIIN, PAN, Reg. Certificate, Affidavit and Required Documents as per DTCN","10,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, ANANDPUR, SALAPADA",AOC,Technical,19 bidders bid the tender,Tusar Kanti Behera,15-Sep-2025 01:53 PM,technical_549216.pdf,CE RW I||RWCIRCLE-KEONJHAR||RWDIVISION-ANANDAPUR,2025_CERWI_116846_1,03/EE/RW/AND/2025-26,"Periodical maintenance of 5 years completed PMGSY (Post DLP) Roads (Package No.PM-KJR-06), T01-Chhenapadi to Panchagochhia (OR-17-577) in the district of Keonjhar for the year 2025-26",Er. Tusar Kanti Behera,Internal,,Tusar Kanti Behera,30-Sep-2025 07:51 PM,finsummary_549216.pdf (219.93 KB),1.0,3044764.0,BHARATI PATTANAIK,INR,"5,446,126",09-Oct-2025,"INR 6,406,453",90.0,Tusar Kanti Behera,12-Oct-2025 08:43 PM,AOCR1.pdf (226.00 KB),1,3044424,ABHIRAM SAHU,22-Aug-2025 01:38 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,Er. Tusar Kanti Behera,Internal,,Gitanjali Chakra,22-Sep-2025 05:45 PM,22-Sep-2025 06:00 PM,techsummary_549216.pdf (430.28 KB),Finance,17 bidders bid the tender with quoted percent 14.99 less,Tusar Kanti Behera,22-Sep-2025 06:49 PM,finance_549216.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3044764,BHARATI PATTANAIK,22-Aug-2025 05:03 PM,Accepted-AOC,Won the bid in lottery process,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3043093,BHIMASEN SETHI,20-Aug-2025 09:50 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3039125,BIJAYANANDA SAHOO,17-Aug-2025 02:16 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3044692,CHINMAYA RANJAN SAHANI,22-Aug-2025 03:55 PM,Rejected-Technical,Insufficient machinary documents as per DTCN,22-Sep-2025 05:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3043940,CHINTAMANI SAHOO,21-Aug-2025 08:16 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3044254,DIBYA RANJAN DAS,22-Aug-2025 12:17 PM,Rejected-Technical,Required documents not furnished as per DTCN,22-Sep-2025 05:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3043976,JANAKI JENA,21-Aug-2025 09:13 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3044650,LALATENDU NAYAK,22-Aug-2025 03:27 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3042897,MAHENDRA PRADHAN,20-Aug-2025 11:49 PM,Rejected-AOC,.,12-Oct-2025 08:43 PM,,,,,,,,,,,,,,AOC
