Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No44/2023-24,2023_ORULB_97635_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Concrete Paver block road from Basulai Temple to Naba Pradhan res at Tentulinalli in Ward No.56.,Construction of Concrete Paver block road from Basulai Temple to Naba Pradhan res at Tentulinalli in Ward No.56.,Please refer Tender documents. ,NA ,"16,47,465",Civil Works - Others,NA ,Tender,75.0,60.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,12-Feb-2024 04:15 PM,28-Feb-2024 10:00 AM,12-Feb-2024 04:15 PM,23-Feb-2024 05:30 PM,NA ,NA ,12-Feb-2024 04:15 PM,23-Feb-2024 05:30 PM,"16,500",Yes,fixed,,Nil,Nil,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,30-Oct-2025 04:32 PM,techsummary_492402.pdf (76.55 KB),1.0,2456160.0,TANMAYA PARIJA,INR,"1,482,884",Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_97635_5,MC(CMC)CTC_Div-II_No44/2023-24,Construction of Concrete Paver block road from Basulai Temple to Naba Pradhan res at Tentulinalli in Ward No.56.,1,2456207,ABHIJIT KUMAR BEHERA,23-Feb-2024 05:13 PM,Rejected-AOC,Rejected,30-Oct-2025 05:16 PM,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,30-Oct-2025 04:50 PM,finsummary_492402.pdf (76.55 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Antarjyamee Patra,29-Feb-2024 12:10 PM,finance_492402.pdf,BOQ Comparative Chart,30-Oct-2025,"INR 1,482,884",60.0,Antarjyamee Patra,30-Oct-2025 05:16 PM,1253.pdf (357.00 KB),wo,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2456160,TANMAYA PARIJA,23-Feb-2024 03:20 PM,Accepted-AOC,Accepted,30-Oct-2025 05:16 PM,,,,,,,,,,,,,,,,,,,,AOC
