S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,ICICI BANK,"23,055",No,fixed,,Nil,Nil,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"HT LICENSE, GST, PAN, EPF WITH LATEST CHALLAN, SCHEDULE D AND OTHER DOCUMENT AS PER BID DOCUMENT",IDCO||IDCO||IDCO,BBSR/ELECT-II/e-21/25-26,2025_IDCO_115533_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,14-Jul-2025 03:00 PM,23-Jul-2025 04:00 PM,14-Jul-2025 03:00 PM,22-Jul-2025 04:00 PM,14-Jul-2025 03:00 PM ,22-Jul-2025 12:00 PM ,14-Jul-2025 03:00 PM,22-Jul-2025 04:00 PM,19-Aug-2025 12:00 PM,"Divisional Head, Elect-II, IDCO, BBSR","O/O DH Elect-II, IDCO Tower, BBSR","Supply, Installation, Testing and commissioning of 500KVA ,11/0.4 KV plinth mounted Distribution Transformer for 3rd Boys Hostel of OUTR, Ghatikia, Bhubaneswar","Supply, Installation, Testing and commissioning of 500KVA ,11/0.4 KV plinth mounted Distribution Transformer for 3rd Boys Hostel of OUTR, Ghatikia, Bhubaneswar",Please refer the Bid Document ,NA ,"23,05,540",Electrical Works,Sub-station work ,Tender,120.0,30.0,"OUTR, Ghatikia",751029.0,NA ,NA ,NA ,"O/O DH Elect-II, IDCO Tower, BBSR",No ,No,AOC,Technical,BOS,PALLIPUSPA PANDA,07-Aug-2025 06:31 PM,technical_545948.pdf,1,3005212,AB POWER,20-Jul-2025 04:27 PM,Rejected-AOC,Quoted 14.99 percent less to the estimated cost not the winner of the lottery,09-Oct-2025 06:36 PM,Finance,FBOS,PALLIPUSPA PANDA,09-Oct-2025 05:12 PM,,BOQ Comparative Chart,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda DyM Elect., Er. Saroj Kumar mallick DyM Fin, Er. Jagdish Prasad Nayak JE Elect",PALLIPUSPA PANDA,09-Oct-2025 05:47 PM,finsummary_545948.pdf (1005.10 KB),09-Oct-2025,"INR 2,305,540",30.0,BANASHRI RATH,09-Oct-2025 06:35 PM,AOC.pdf (1804.00 KB),M/S Gurudev Electrical Associates as quoted 14.99 percent less to the estimated cost and winner of the lottery,Dr. Er Banashri Rath,Internal,"Er. Pallipuspa Panda, DyM (Elect), Er. Jagdish Prasad Nayak JE Elect, Saroj Kumar Mallick DyM Fin",PALLIPUSPA PANDA,18-Aug-2025 07:44 PM,19-Aug-2025 12:00 PM,techsummary_545948.pdf (500.72 KB),1.0,3001640.0,M/S GURUDEV ELECTRICAL ASSOCIATES,INR,"1,959,939.39",IDCO||IDCO||IDCO,2025_IDCO_115533_1,BBSR/ELECT-II/e-21/25-26,"Supply, Installation, Testing and commissioning of 500KVA ,11/0.4 KV plinth mounted Distribution Transformer for 3rd Boys Hostel of OUTR, Ghatikia, Bhubaneswar",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,3004245,BABA ELECTRICAL CONSTRUCTION,22-Jul-2025 02:38 PM,Rejected-Technical,The bidder has not submitted all the required documents,18-Aug-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,3003461,DIVERSIFIED ENERGY SOLUTIONS PRIVATE LIMITED,21-Jul-2025 04:31 PM,Rejected-AOC,Quoted 14.99 percent less to the estimated cost not the winner of the lottery,09-Oct-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,3000251,MODERN WINDING AND ELECTRICALS,15-Jul-2025 07:00 PM,Rejected-AOC,Quoted 14.99 percent less to the estimated cost and not the winner of the lottery,09-Oct-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,3001640,M/S GURUDEV ELECTRICAL ASSOCIATES,17-Jul-2025 01:00 PM,Accepted-AOC,Quoted 14.99 percent less to the estimated cost and winner of the lottery,09-Oct-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,3004376,M/S. M.C.C. ASSOCIATES,19-Jul-2025 05:47 PM,Rejected-AOC,Quoted 14.99 percent less to the estimated cost not the winner of the lottery,09-Oct-2025 06:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,3007819,SHIVASHAKTI SERVICES,22-Jul-2025 12:22 PM,Rejected-Technical,The bidder has not submitted all the required documents,18-Aug-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
