S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,2918930.0,KANHU CHARAN PATNAIK,INR,"358,662.51",Technical,TWO BIDDERS ARE PATICIPATED AND QUALIFIED FOR FINANCIAL BID,Mamata Kumari Panda,28-May-2025 09:10 AM,,Municipal Bodies||Digapahandi NAC,2025_ORULB_112815_6,DIGNAC-02/2025-26,Renovation of back side existing drain at Niladrivihar-Ist lane in ward no-1 of Digapahandi NAC.,CHAIRPERSON,Internal,EO JE ME ACCOUNTANT AE,Rasmi Rani Nahak,25-Jun-2025 05:37 PM,finsummary_537675.pdf (690.42 KB),CHAIRPERSON,Internal,"EO,JE,ME,AE",Mamata Kumari Panda,29-May-2025 12:13 PM,29-May-2025 01:00 PM,techsummary_537675.pdf (600.66 KB),Finance,two bidders are paticipted and qualified for financial evaluation,Rasmi Rani Nahak,25-Jun-2025 01:41 PM,,BOQ Comparative Chart,1,2919257,GOURI SHANKAR PANDA,15-May-2025 05:04 PM,Rejected-Finance,rejected,25-Jun-2025 05:37 PM,13-Oct-2025,"INR 358,662.51",90.0,Mamata Kumari Panda,13-Oct-2025 12:24 PM,IMG_0006.pdf (570.00 KB),awarded,AOC,EXECUTIVE OFFICER NAC DIGAPAHANDI,EXECUTIVE OFFICER NAC DIGAPAHANDI,"3,600",Yes,fixed,,Nil,Nil,1,ICICI BANK,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2025-26,2025_ORULB_112815_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,26-Apr-2025 12:00 PM,17-May-2025 11:00 AM,26-Apr-2025 12:00 PM,16-May-2025 01:00 PM,NA ,NA ,26-Apr-2025 12:00 PM,16-May-2025 01:00 PM,29-May-2025 01:00 PM,"2,360",0.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,DTCN,Renovation of back side existing drain at Niladrivihar-Ist lane in ward no-1 of Digapahandi NAC.,Renovation of back side existing drain at Niladrivihar-Ist lane in ward no-1 of Digapahandi NAC.,Please refer Tender documents. ,NA ,"3,58,878",Civil Works - Others,NA ,Tender,90.0,90.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,nac office digapahandi,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2918930,KANHU CHARAN PATNAIK,15-May-2025 01:50 PM,Accepted-AOC,awarded,13-Oct-2025 12:24 PM,,,,,,,,AOC,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
