Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
"Er. Harekrishna Panda, Executive Engineer",Internal,"Er. Harekrishna Panda, Executive Engineer, Sri. Sadhan Garai, D.A.O-1, Er. Somanath Pradhan, A.E.E, Estimator",Harekrishna Panda,22-Jul-2025 12:28 PM,23-Jul-2025 01:00 PM,techsummary_544507.pdf (386.91 KB),Finance,29 (Twenty nine) out of 29 (Twenty nine) Bidders are Qualified for Financial Evaluation.,Somanath Pradhan,23-Jul-2025 01:27 PM,finance_544507.pdf,BOQ Comparative Chart,27-Oct-2025,"INR 4,284,512",180.0,Harekrishna Panda,27-Oct-2025 06:33 PM,7603.pdf (529.00 KB),"Among the 29 (Twenty Nine) Nos. of Participant in transparent lottery, Sri Jyotiranjan Bal , Won the Lottery",1,2990701,ALOKA KUMAR GHADEI,05-Jul-2025 04:07 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,1.0,2990261.0,JYOTIRANJAN BAL,INR,"4,284,512",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-Division-Ghatagoan,2025_EICCL_114888_1,SE GTN R AND B 01-2025-26,"Construction of Security Cabin and Waiting Lounge, and infrastructure Development in Odisha Adarasha Vidyalaya at Kendeiposi under Patna Block in the District of Keonjhar for the year 2024-25.",Technical,29 (Twenty-Nine) out of 29 (Twenty-Nine) Bidders are Qualified for Technical Evaluation.,Harekrishna Panda,08-Jul-2025 03:22 PM,technical_544507.pdf,Er. Harekrishna Panda,Internal,"Er. Harekrishna Panda, Executive Engineer, Sri. Shailendra Kumar Pandit, D.A.O-1, Er. Poulastya Kumar Rout, A.E.E, Estimator",Harekrishna Panda,27-Oct-2025 06:24 PM,finsummary_544507.pdf (386.65 KB),AOC,"10,000",0.0,Nil,Nil,No,26-Jun-2025 12:00 PM,07-Jul-2025 11:00 AM,26-Jun-2025 12:00 PM,05-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 12:00 PM,05-Jul-2025 05:00 PM,23-Jul-2025 01:00 PM,"50,400",Yes,percentage,1.0%,Nil,Nil,"Construction of Security Cabin and Waiting Lounge, and infrastructure Development in Odisha Adarasha Vidyalaya at Kendeiposi under Patna Block in the District of Keonjhar for the year 2024-25.",Building Composite work,Please refer Tender documents. ,NA ,"50,40,010",Civil Works - Buildings,NA ,Tender,90.0,180.0,Ghatagaon,758027.0,NA ,NA ,NA ,O/o the S.E. Ghatagaon R and B Division,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"ONLINE PROOF OF TENDER PAPER COST, EMD, GSTIN, PAN, CONTRACTOR REGISTRATION CERTIFICATE, AFFIDAVIT",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-Division-Ghatagoan,SE GTN R AND B 01-2025-26,2025_EICCL_114888_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Superintending Engineer Ghatagaon R and B Division,"O/o the S.E. Ghatagaon R and B Division, Ghatagaon",AOC
,,,,,,,,,,,,,,,,,,,,2,2989807,ANIL KUMAR SAHOO,05-Jul-2025 08:07 AM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,OTHER DOCUMENT AS PER DTCN,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,2989812,ASIN KUMAR JENA,05-Jul-2025 08:26 AM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2989604,BHARAT BHUSAN JENA,04-Jul-2025 09:20 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2988997,BIJAY KUMAR NAIK,04-Jul-2025 02:17 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2990767,BIKASH NAYAK,05-Jul-2025 04:39 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2990761,BIPIN BIHARI MAHANTA,05-Jul-2025 04:33 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2989357,CHANDRA KANTA LENKA,04-Jul-2025 07:02 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2989749,CHINTAMANI SAHOO,05-Jul-2025 01:26 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2989356,DEBASHIS MOHANTY,04-Jul-2025 07:37 PM,Rejected-AOC,NOT WON IN THE TRANSPARENT LOTTERY SYSTEM,27-Oct-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
