S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,EO,Basudevpur Municipality,Municipal Bodies||Basudevpur Municipality,BSP_2025-26_07,2025_ORULB_114987_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,519",Yes,fixed,,Nil,Nil,1.0,EMD exemption allowed,Fee,,"2,000",0.0,Nil,Nil,No,05-Jul-2025 10:00 AM,14-Jul-2025 11:00 AM,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,NA ,NA ,05-Jul-2025 10:00 AM,11-Jul-2025 05:00 PM,Imp of road from Mahisapada foot bridge towards ricket canal via kalanali in ward 11,Imp of road from Mahisapada foot bridge towards ricket canal via kalanali in ward 11,Please refer Tender documents. ,NA ,"4,51,878",Civil Works - Roads,NA ,Tender,90.0,45.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,AOC,Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,25-Oct-2025 03:10 PM,techsummary_544770.pdf (8869.81 KB),Nibedita Behera,Internal,"EO,ME,JE,ACCT",SUDHANSU MOHAN,27-Oct-2025 12:29 PM,finsummary_544770.pdf (8869.81 KB),Finance,ok,SUDHANSU MOHAN,18-Jul-2025 11:05 AM,finance_544770.pdf,BOQ Comparative Chart,Municipal Bodies||Basudevpur Municipality,2025_ORULB_114987_49,BSP_2025-26_07,Imp of road from Mahisapada foot bridge towards ricket canal via kalanali in ward 11,1,2993420,SATYAPRIYA SAHOO,INR,"453,287",1,2995009,Bishnu Mohan Palitta,10-Jul-2025 01:33 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,27-Oct-2025,"INR 453,287",45.0,SUDHANSU MOHAN,27-Oct-2025 12:48 PM,49.pdf (225.00 KB),OK,AOC
2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,2993870,Susmita Sethi,INR,"453,287",2,2994285,Kamala Kanta Das,09-Jul-2025 05:07 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,2994123,Pradeep Kumar Das,INR,"453,287",3,2995242,KAUSHALYA SAMAL(S.C),10-Jul-2025 05:06 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,2994180,Pravati Jena,INR,"453,287",4,2995293,Maheswar Sethi,10-Jul-2025 04:42 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,2994285,Kamala Kanta Das,INR,"453,287",5,2996295,NIRANJAN MAHAPRASAD,11-Jul-2025 02:19 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,2994307,SASHIKANTA SETHI(S.C),INR,"453,287",6,2994123,Pradeep Kumar Das,09-Jul-2025 02:57 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,2994366,Rakesh Ranjan Nayak,INR,"453,287",7,2995800,Prakash Kumar Sethi,11-Jul-2025 09:50 AM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,2994411,Ratnakar Behera,INR,"453,287",8,2994180,Pravati Jena,09-Jul-2025 04:21 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,2994561,SURESH CHANDRA NAYAK,INR,"453,287",9,2994366,Rakesh Ranjan Nayak,09-Jul-2025 06:24 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,2994693,TAPAS KUMAR MOHANTY,INR,"453,287",10,2994411,Ratnakar Behera,09-Jul-2025 09:17 PM,Accepted-AOC,OK,27-Oct-2025 12:48 PM,,,,,,,,AOC
