S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,27-Feb-2025 06:00 PM,07-Mar-2025 11:30 AM,27-Feb-2025 06:00 PM,06-Mar-2025 05:00 PM,27-Feb-2025 06:00 PM ,04-Mar-2025 04:00 PM ,27-Feb-2025 06:00 PM,06-Mar-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender/04/EERWD/BLG-2024-25,2025_CERWI_111185_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"47,020",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid Contract Registration Certificate, GSTIN, PAN CARD, Affidavit, cost of Tender Paper as per",Executive Engineer RWD Balliguda,Executive Engineer RWD Balliguda,Construction of Govt. Homoeopathy Dispensary Building at Bhandarangi under Tumudibandha Block in the District of Kandhamal for the year 2024-25.,Construction of Govt. Homoeopathy Dispensary Building at Bhandarangi under Tumudibandha Block in the District of Kandhamal for the year 2024-25.,Please refer Tender documents. ,NA ,"47,01,755",Civil Works - Buildings,NA ,Tender,90.0,240.0,Balliguda/Kandhamal,762103.0,NA ,NA ,NA ,Executive Engineer RWD Balliguda,No ,No,AOC,EE/DAO,Internal,EE/DAO,Prakash Behera,22-Oct-2025 03:53 PM,finsummary_531643.pdf (546.74 KB),CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2025_CERWI_111185_2,Online Tender/04/EERWD/BLG-2024-25,Construction of Govt. Homoeopathy Dispensary Building at Bhandarangi under Tumudibandha Block in the District of Kandhamal for the year 2024-25.,1.0,2843925.0,KAILASH CHANDRA MOHANTY,INR,"3,996,962",Finance,"Successful bidder Sri Kailash Chandra Mohanty , B Class Contractor declared as winner in lottery",Abhilas Paramguru Mishra,22-Oct-2025 03:36 PM,,BOQ Comparative Chart,23-Oct-2025,"INR 3,996,962",240.0,Mahendra Kalet,23-Oct-2025 03:17 PM,GHD_Bhandarangi.pdf (548.00 KB),"Successful bidder Sri Kailash Chandr4a Mohanty ,B Class Contractor declared as winner in lottery",1,2845810,BABAMANI SAHU,06-Mar-2025 01:36 PM,Rejected-Finance,Unsuccessful bidder,22-Oct-2025 03:53 PM,EE/DAO,Internal,EE/DAO,Prakash Behera,22-Oct-2025 03:50 PM,techsummary_531643.pdf (546.74 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Bid Security Declaration Form,Valid Email ID and Valid WhatsApp No. is Mandatory",,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2843925,KAILASH CHANDRA MOHANTY,05-Mar-2025 01:57 PM,Accepted-AOC,"Successful bidder Sri Kailash Chandr4a Mohanty ,B Class Contractor declared as winner in lottery",23-Oct-2025 03:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2844003,KARPANA SAGAR PATRO,04-Mar-2025 12:49 PM,Rejected-Finance,Unsuccessful bidder,22-Oct-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2843057,RABI NARAYAN PATRO,03-Mar-2025 10:47 AM,Rejected-Finance,Unsuccessful bidder,22-Oct-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2843447,Sanjay Kumar Panda,03-Mar-2025 02:18 PM,Rejected-Finance,Unsuccessful bidder,22-Oct-2025 03:53 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2843085,UMA KANTA NAIK,03-Mar-2025 11:03 AM,Rejected-Finance,Unsuccessful bidder,22-Oct-2025 03:53 PM,,,,,,,AOC
