Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
S/R to Revenue Rest shed Building at Fashimal for the year 2025-26.,S/R to Revenue Rest shed Building at Fashimal for the year 2025-26.,NA ,NA ,"4,23,658",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,05-Sep-2025 11:00 AM,16-Sep-2025 11:00 AM,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,05-Sep-2025 11:00 AM ,13-Sep-2025 05:00 PM ,05-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, AFFIDAVIT, GSTIN, PAN, RC, DOCUMENT AS PER DTCN",CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender 03 RWD Kuchinda 2025 26,2025_CERWI_117701_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,237",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Superintending Engineer,"RURAL WORKS DIVISION, KUCHINDA",AOC,13-Oct-2025,"INR 360,152",30.0,Debarsi Naik,28-Oct-2025 12:45 PM,6843.pdf (633.00 KB),AOC,1,3067361,AMIT PRATAP SINGH,10-Sep-2025 01:20 AM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 12:20 PM,techsummary_551502.pdf (349.95 KB),Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 01:05 PM,finsummary_551502.pdf (349.95 KB),CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_117701_1,Online Tender 03 RWD Kuchinda 2025 26,S/R to Revenue Rest shed Building at Fashimal for the year 2025-26.,1.0,3080278.0,BISHAL AGRAWAL,INR,"360,152",Finance,Bid Opened,Debarsi Naik,17-Sep-2025 02:02 PM,finance_551502.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,2,3080321,BHESAJA KUMAR PATTA,15-Sep-2025 01:41 AM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3079583,BINAPANI PATEL,14-Sep-2025 02:22 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3078189,Binata Pandey,14-Sep-2025 07:14 AM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3080278,BISHAL AGRAWAL,15-Sep-2025 03:01 AM,Accepted-AOC,Accepted through transparent lottery process,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3078107,DEBENDRA KISAN,12-Sep-2025 09:30 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3073095,GANESH PRADHAN,11-Sep-2025 11:36 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3079722,MAHAKUL CONSTRUCTION,14-Sep-2025 05:31 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3081657,MANOJ DEV,15-Sep-2025 03:50 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3081824,MARUTI ENGINEERING AND CONTRACTORS,15-Sep-2025 04:24 PM,Rejected-AOC,Rejected,28-Oct-2025 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
