Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,1ST CORRIGENDUM,Financial Bid Opening Date Corrigendum,,"Construction of proposed 4-lane/ 2-lane Internal Road (with hard shoulder on each side) inside Arang Industrial Area in Khordha Dist., Odisha.","Construction of proposed 4-lane/ 2-lane Internal Road (with hard shoulder on each side) inside Arang Industrial Area in Khordha Dist., Odisha.",Please refer Tender documents. ,NA ,"7,91,74,940",Civil Works - Roads,"Roads, Culvert and CD Works ",Tender,90.0,240.0,"Arang Industrial Area in Khordha Dist., Odisha.",752055.0,NA ,NA ,NA ,"IDCO Towers, Janpath, Bhubaneswar.",No ,No,Chief General Manager (Planning and Coordination),"Chief General Manager (Planning and Coordination), IDCO Towers, Janpath, Bhubaneswar.",23-May-2025 06:55 PM,10-Jun-2025 11:30 AM,23-May-2025 06:55 PM,09-Jun-2025 05:00 PM,23-May-2025 06:55 PM ,06-Jun-2025 05:00 PM ,23-May-2025 06:55 PM,09-Jun-2025 05:00 PM,25-Jul-2025 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,"RC,PAN,GST,EPF, Experience, Affidavits, Turnover, Bid Capacity and all Other documents as per DTCN.","7,91,750",Yes,fixed,,Nil,Nil,IDCO||IDCO||IDCO,PC /EST/E-12/2025-26,2025_IDCO_113798_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,IDCO||IDCO||IDCO,2025_IDCO_113798_1,PC /EST/E-12/2025-26,"Construction of proposed 4-lane/ 2-lane Internal Road (with hard shoulder on each side) inside Arang Industrial Area in Khordha Dist., Odisha.",1.0,2956569.0,DILLIP KUMAR SWAIN,INR,"67,306,617",CGM PC,Internal,"DH MSME-II, Accounts Officer, SE PC",Debapriya Tripathy,14-Jul-2025 12:22 PM,25-Jul-2025 11:00 AM,techsummary_540955.pdf (268.78 KB),CGM PC,Internal,,Debapriya Tripathy,31-Oct-2025 06:32 PM,finsummary_540955.pdf (651.36 KB),31-Oct-2025,"INR 67,306,617",240.0,Debapriya Tripathy,31-Oct-2025 06:43 PM,ArangAgmt.pdf (3889.00 KB),Finance,The financial bids of 18 nos. bidder have been opened and Comparative Statement have been generated.,Debapriya Tripathy,25-Jul-2025 11:47 AM,finance_540955.pdf,BOQ Comparative Chart,Technical,The technical bids of 20nos. bidder have been opened and documents downloaded successfully.,OMMKAR MOHANTY,10-Jun-2025 01:43 PM,technical_540955.pdf,1,2954741,BICHITRANANDA SAMANTARAY,07-Jun-2025 12:31 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2949076,BIGYAN CONSTRUCTION PRIVATE LIMITED,09-Jun-2025 04:02 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2956569,DILLIP KUMAR SWAIN,08-Jun-2025 06:33 PM,Accepted-AOC,Qualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2958119,DPS CONSTRUCTION PRIVATE LIMITED,09-Jun-2025 04:51 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2932637,Haresh Kumar Agrawal,04-Jun-2025 04:31 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2954729,MANOJ KUMAR SAHOO,09-Jun-2025 01:48 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2946516,MITALIKA SWAIN,09-Jun-2025 01:27 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2955321,MS GLOBAL CONSTRUCTION,09-Jun-2025 01:49 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2949500,M/S KALINGA COMBINES PRIVATE LIMITED,06-Jun-2025 09:49 AM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2954169,OM MAA CONSTRUCTION,09-Jun-2025 12:52 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2958033,RAJESH RANJAN KHUNTIA,09-Jun-2025 04:05 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2956303,RITIK PATRA,09-Jun-2025 01:17 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2950707,SACHIDANANDA PARIDA,04-Jun-2025 11:10 AM,Rejected-Technical,Disqualified,14-Jul-2025 12:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2954701,Santosh Sasmal,07-Jun-2025 07:20 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2938926,SRI BANSHIDHAR PANDA,08-Jun-2025 03:41 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2957935,Subash Chandra Mohanty,09-Jun-2025 03:14 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2955653,SUJIT KUMAR JENA,08-Jun-2025 06:40 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2953316,SURENDRA PRADHAN,06-Jun-2025 05:52 PM,Rejected-Technical,Disqualified,14-Jul-2025 12:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2957784,SURESH KUMAR PANDA,09-Jun-2025 02:13 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2953997,UPENDRA PRADHAN,07-Jun-2025 12:10 PM,Rejected-AOC,Disqualified,31-Oct-2025 06:43 PM,AOC
