S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,Superitending Engineer Balliguda R and B Division,Superitending Engineer Balliguda R and B Division,1.0,Fee/PreQual/Technical,.pdf,GSTIN PAN LICENCE AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN,"67,000",Yes,fixed,,Nil,Nil,18-Jul-2025 10:30 AM,01-Aug-2025 11:30 AM,18-Jul-2025 10:30 AM,31-Jul-2025 05:00 PM,NA ,NA ,18-Jul-2025 10:30 AM,31-Jul-2025 05:00 PM,08-Sep-2025 01:35 PM,"10,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,SE-BLG-02/2025-26,2025_EICCL_115627_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,S/R to P.B.D road MDR-60A from RD 62.00 to 63.06 Km such as construction of RCC drain and providing Semi Dense Bituminious Concrete SDBC for the year 2025-26.,S/R to P.B.D road MDR-60A from RD 62.00 to 63.06 Km such as construction of RCC drain and providing Semi Dense Bituminious Concrete SDBC for the year 2025-26.,S/R to P.B.D road MDR-60A from RD 62.00 to 63.06 Km such as construction of RCC drain and providing Semi Dense Bituminious Concrete SDBC for the year 2025-26. ,NA ,,Civil Works - Roads,NA ,Rate Contract,90.0,90.0,Superitending Engineer Balliguda R and B Division,762103.0,NA ,NA ,NA ,Superitending Engineer Balliguda R and B Division,No ,No,AOC,30-Oct-2025,"INR 5,677,327.691",90.0,Dinesh Kumar Sahu,30-Oct-2025 01:42 PM,agrtsdbc.pdf (778.00 KB),The work awarded to Sri Sanjaya Kumar Gouda with is 14.99% less than the estimated cost.,1,3017944,AMARESWARA SATAPATHY,30-Jul-2025 01:32 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,Finance,Notesheet,Himansu Sekhar Mandal,30-Oct-2025 01:26 PM,finance_546175.pdf,BOQ Comparative Chart,DAO,Internal,DAO,Dinesh Kumar Sahu,08-Sep-2025 01:30 PM,08-Sep-2025 01:35 PM,techsummary_546175.pdf (512.41 KB),SE,Internal,DAO,Himansu Sekhar Mandal,30-Oct-2025 01:33 PM,finsummary_546175.pdf (1118.78 KB),EIC-CIVIL||SERNB-CIRCLE-PHULBANI||EERNB DIVN BALIGUDA,2025_EICCL_115627_1,SE-BLG-02/2025-26,S/R to P.B.D road MDR-60A from RD 62.00 to 63.06 Km such as construction of RCC drain and providing Semi Dense Bituminious Concrete SDBC for the year 2025-26.,Technical,opening summary,Dinesh Kumar Sahu,04-Sep-2025 12:46 PM,technical_546175.pdf,1.0,3018648.0,SANJAYA KUMAR GOUDA,INR,"5,677,327.691",AOC
2.0,ICICI NEFT/RTGS,,,,,.pdf,MEMORENDUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3010992,BISWARANJAN PATTANAYAK,24-Jul-2025 03:37 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3019044,FIDELSYS DEVELOPERS PRIVATE LIMITED,31-Jul-2025 12:22 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3019179,JOCHHANA RANI SAHU,31-Jul-2025 04:35 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3012131,Jyoti Ranjan Nayak,25-Jul-2025 07:22 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3018890,Kartikeswar Sahu,31-Jul-2025 09:46 AM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3007227,Krushna Chandra Sahu,21-Jul-2025 03:48 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3017885,M/S KANYAKA PARAMESWARI ASSOCIATES,30-Jul-2025 01:12 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3014557,NILACHAL TRIPATHY,30-Jul-2025 11:47 AM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3011579,Nilanchal Patro,26-Jul-2025 11:40 AM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,11,3017286,RAKESH KUMAR PATRO,30-Jul-2025 11:09 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,12,3017611,Sabyasachi Pala,30-Jul-2025 12:39 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,13,3018648,SANJAYA KUMAR GOUDA,30-Jul-2025 07:40 PM,Accepted-AOC,Winner in lottery system,30-Oct-2025 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,14,3019191,Santosh Kumar Panda,31-Jul-2025 03:15 PM,Rejected-Finance,Not winner in lottery system,30-Oct-2025 01:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
