Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,08/OPHWC/2025-26,2025_OSPHW_115875_38,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,Constn. of 6 F type Staff Qtrs. at Kendrapara Fire Station in Kendrapara District,Building Work,Please refer Tender documents  ,NA ,"1,86,61,331",Civil Works - Buildings,NA ,Tender,90.0,365.0,Kendrapara,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,24-Jul-2025 09:00 AM,11-Aug-2025 10:30 AM,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,NA ,NA ,24-Jul-2025 09:00 AM,08-Aug-2025 05:00 PM,17-Sep-2025 10:30 AM,"1,86,600",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",AOC,Technical,3 Nos. of bidders have been participated,Bikram Keshari Malla,14-Aug-2025 01:48 PM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,30-Oct-2025 01:06 PM,finsummary_547111.pdf (365.23 KB),Finance,financial bid opened,Bikram Keshari Malla,17-Sep-2025 11:21 AM,,BOQ Comparative Chart,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,16-Sep-2025 05:57 PM,17-Sep-2025 10:30 AM,techsummary_547111.pdf (316.12 KB),30-Oct-2025,"INR 15,863,997",365.0,Bikram Keshari Malla,30-Oct-2025 01:09 PM,KENDRAPADA_WO.pdf (389.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 29.10.2025,1.0,3028553.0,BANKA BIHARI MALLICK,INR,"15,863,997",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_115875_38,08/OPHWC/2025-26,Constn. of 6 F type Staff Qtrs. at Kendrapara Fire Station in Kendrapara District,1,3028553,BANKA BIHARI MALLICK,08-Aug-2025 02:31 PM,Accepted-AOC,QUALIFIED BIDDER,30-Oct-2025 01:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3025598,MESSERS DAKSHYA CONSTRUCTION,06-Aug-2025 03:14 PM,Rejected-Finance,DUE TO L2 BIDDER,30-Oct-2025 01:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3027025,SUSANTA KUMAR SAHOO,08-Aug-2025 12:19 PM,Rejected-Finance,DUE TO L2 BIDDER,30-Oct-2025 01:06 PM,AOC
