Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
National Law University Odisha,2025_NLUO_115892_1,NLUO/ICT/AV/11/2025 DT. 22.07.2025,Tenders For One Time Correction and Upgradation of Audio visual System in the Seminar Hall and Conference Hall.,1.0,3026004.0,TIME INFOSYSTEMS PVT LTD,INR,"2,921,700",DR SUSHANTA KUMAR ROUT,Internal,,Prashant Kuleshwar,02-Sep-2025 05:40 PM,02-Sep-2025 05:45 PM,techsummary_546919.pdf (836.24 KB),DR SUSHANTA KUMAR ROUT,Internal,,Prashant Kuleshwar,14-Oct-2025 04:54 PM,finsummary_546919.pdf (158.10 KB),14-Oct-2025,"INR 2,921,700",30.0,Prashant Kuleshwar,14-Oct-2025 05:07 PM,AVRepairingUpgradePO.pdf (250.00 KB),1,3027928,DATA LINK,08-Aug-2025 09:08 AM,Rejected-AOC,L2,14-Oct-2025 05:08 PM,Technical,TECHNICAL BID OPENING,Prashant Kuleshwar,11-Aug-2025 11:05 AM,technical_546919.pdf,Finance,03 nos bidders financial bid was opened,Prashant Kuleshwar,02-Sep-2025 06:03 PM,finance_546919.pdf,BOQ Comparative Chart,AOC,Tenders For One Time Correction and Upgradation of Audio visual System in the Seminar Hall and Conference Hall.,Tenders For One Time Correction and Upgradation of Audio visual System in the Seminar Hall and Conference Hall.,Please refer Tender documents. ,NA ,"35,00,000",Miscellaneous Services,NA ,Tender,60.0,30.0,"NLUO,CUTTACK",753015.0,"ADMIN BUILDING,NLUO ","NATIONAL LAW UNIVERSITY ODISHA,SEC-13,CDA,753015 ",01-Aug-2025 11:00 AM ,NLUO,No ,No,REGISTRAR NLUO,"NATIONAL LAW UNIVERSITY ODISHA,SEC-13,CDA,753015",1.0,ICICI BANK,"5,000",Nil,Nil,No,National Law University Odisha,NLUO/ICT/AV/11/2025 DT. 22.07.2025,2025_NLUO_115892_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"70,000",No,fixed,,Nil,Nil,22-Jul-2025 06:00 PM,08-Aug-2025 03:00 PM,22-Jul-2025 06:00 PM,08-Aug-2025 01:00 PM,22-Jul-2025 06:00 PM ,01-Aug-2025 11:00 AM ,22-Jul-2025 06:00 PM,08-Aug-2025 01:00 PM,02-Sep-2025 05:45 PM,1.0,Fee/PreQual/Technical,.pdf,ELIGIBILITY DOCUMENTS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3027802,INTERIOARCH SOLUTIONS,08-Aug-2025 11:09 AM,Rejected-AOC,L3,14-Oct-2025 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ADDITIONAL DOCUMENT,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3026004,TIME INFOSYSTEMS PVT LTD,08-Aug-2025 12:14 AM,Accepted-AOC,L1 bidder,14-Oct-2025 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
