S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3015087.0,DEBASHISH NAYAK,INR,"6,406,102",Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,08-Oct-2025 12:00 PM,finsummary_546168.pdf (331.66 KB),Technical,opening,Shiba Sankar Mohanta,05-Aug-2025 01:28 PM,technical_546168.pdf,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_115626_1,RD 02,Construction of Twin E type qtr building at Sargada PHC N under Bijatala block for the year 23-24,Finance,open,Sanjeet Kumar Naik,08-Oct-2025 11:57 AM,finance_546168.pdf,BOQ Comparative Chart,sanjeet Kumar Naik,Internal,,Shiba Sankar Mohanta,05-Aug-2025 01:31 PM,07-Aug-2025 05:00 PM,techsummary_546168.pdf (468.57 KB),08-Oct-2025,"INR 6,406,102",270.0,Sanjeet Kumar Naik,08-Oct-2025 12:02 PM,4329.pdf (332.00 KB),1,3011972,AMARENDRA MOHANTA,26-Jul-2025 10:53 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Aug-2025 01:28 PM,AOC,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,PAN Affidavit GSTIN electrical license lease agreement etc as per DTCN,"75,360",Yes,fixed,,Nil,Nil,Construction of Twin E type qtr building at Sargada PHC N under Bijatala block for the year 23-24,Construction of Twin E type qtr building at Sargada PHC N under Bijatala block for the year 23-24,NA ,NA ,"75,35,704",Civil Works - Buildings,NA ,Tender,90.0,270.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAIRANGPUR",No ,No,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RD 02,2025_CERWI_115626_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Divisional Officer,"RURAL WORKS DIVISION, RAIRANGPUR",17-Jul-2025 11:00 AM,29-Jul-2025 11:30 AM,17-Jul-2025 11:00 AM,28-Jul-2025 05:00 PM,17-Jul-2025 11:00 AM ,25-Jul-2025 05:00 PM ,17-Jul-2025 11:00 AM,28-Jul-2025 05:00 PM,07-Aug-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3014485,BARENDRA KRISHNA MATAGAJSINGH,28-Jul-2025 11:48 AM,Rejected-AOC,Lottery,08-Oct-2025 12:02 PM,AOC,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3009392,BHAGIRATHI KHUNTIA,22-Jul-2025 10:46 PM,Rejected-AOC,Lottery,08-Oct-2025 12:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3015087,DEBASHISH NAYAK,28-Jul-2025 02:40 PM,Accepted-AOC,Lottery winner,08-Oct-2025 12:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3011322,JAGABANDHU PATRA,24-Jul-2025 09:24 PM,Rejected-AOC,Lottery,08-Oct-2025 12:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3013736,TULASHI RAJAK,27-Jul-2025 05:47 PM,Rejected-AOC,Lottery,08-Oct-2025 12:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
