Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
PA ITDA BARIPADA,MURGABADI BARIPADA,Construction of Dormitory with Attach Toilet at Brahmangaon under Bangriposi Block,Construction of Dormitory with Attach Toilet at Brahmangaon under Bangriposi Block,Please refer Tender documents. ,NA ,"31,53,621",Civil Works - Others,NA ,Tender,90.0,180.0,BARIPADA,757002.0,NA ,NA ,NA ,MURGABADI BARIPADA,No ,No,"31,600",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Baripada,ITDABPD-01/2025-26,2025_STSCD_114830_23,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor License, PAN, GST / Affidavit / Agreement / NEFT Details / Annex-A to D etc.,",25-Jun-2025 12:00 PM,15-Jul-2025 11:00 AM,25-Jun-2025 12:00 PM,14-Jul-2025 05:30 PM,NA ,NA ,25-Jun-2025 12:00 PM,14-Jul-2025 05:30 PM,1.0,ICICI BANK,AOC,"Collector and District Magistrate, Mayurbhanj",Internal,,PRANAYA RANJAN BEHERA,10-Oct-2025 05:34 PM,finsummary_544355.pdf (381.37 KB),"Collector and District Magistrate, Mayurbhanj",Internal,,PRANAYA RANJAN BEHERA,10-Oct-2025 05:25 PM,techsummary_544355.pdf (381.37 KB),1,2999245,ASISHRANJAN SETHI,14-Jul-2025 04:20 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,1.0,2999299.0,MRS. RANJITA BEHERA,INR,"2,680,893.295",ST and SC Development Deptt||ITDA Baripada,2025_STSCD_114830_23,ITDABPD-01/2025-26,Construction of Dormitory with Attach Toilet at Brahmangaon under Bangriposi Block,10-Oct-2025,"INR 2,680,893.295",180.0,PRANAYA RANJAN BEHERA,10-Oct-2025 05:41 PM,23.pdf (577.00 KB),Finance,Subject to verification of Documents,PRANAYA RANJAN BEHERA,10-Oct-2025 05:22 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2,2995049,ASWINI KUMAR NAIK,14-Jul-2025 11:35 AM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2994273,DEBAPRAKASH SAHU,11-Jul-2025 04:26 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2990893,DILLIP KUMAR ADHIKARI,05-Jul-2025 08:13 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2998584,JIBAN KUMAR DANDPAT,14-Jul-2025 10:24 AM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2995477,LALMOHAN BEHERA,12-Jul-2025 06:44 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2999299,MRS. RANJITA BEHERA,14-Jul-2025 04:50 PM,Accepted-AOC,Accepted and Selected through transparent lottery system,10-Oct-2025 05:41 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2995436,NARASINGHA SETHY,12-Jul-2025 06:09 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2995597,RAJKUMAR PRATIHARI,14-Jul-2025 04:46 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2995318,SAGAR KUMAR SETHY,10-Jul-2025 04:46 PM,Rejected-Finance,Not Qualified in transparent lottery system,10-Oct-2025 05:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC
