EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"4,800",Yes,fixed,,Nil,Nil,SITC of Inverter and Battery Set along with Battery trolley at collectorate office Building at Balangir,Electrical Work,Please refer tender document ,NA ,"4,73,680",Electrical Works,NA ,Tender,90.0,30.0,Balangir,767001.0,NA ,NA ,NA ,"O/O S.E,Balangir (R and B) Division,Balangir",No ,No,"2,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,BGR (R and B)-03 of 2025-26,2025_EICCL_113386_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"S.E,Balangir (R and B) Division,Balangir","O/O S.E,Balangir (R and B) Division,Balangir",14-May-2025 06:55 PM,26-May-2025 11:30 AM,14-May-2025 06:55 PM,23-May-2025 05:00 PM,14-May-2025 06:55 PM ,21-May-2025 01:00 PM ,14-May-2025 06:55 PM,23-May-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof Copy Tender cost and EMD, Registration Certificate, PAN, GSTIN,etc.",AOC,A jena,Internal,,ASHUTOS JENA,14-Aug-2025 01:44 PM,finsummary_539363.pdf (91.95 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,2025_EICCL_113386_1,BGR (R and B)-03 of 2025-26,SITC of Inverter and Battery Set along with Battery trolley at collectorate office Building at Balangir,1.0,2928521.0,LAKSHMIKANTA GOCHHAYATA,INR,"402,675",Finance,Total 11 (Eleven) Nos. bidders were participated and their documents are opened for further evaluation.,Prabhasini Sarangi,27-May-2025 06:47 PM,,BOQ Comparative Chart,1,2928336,AKARSHAN JHA,22-May-2025 01:08 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:44 PM,02-Sep-2025,"INR 402,675",30.0,ASHUTOS JENA,06-Oct-2025 05:45 PM,AOCforSITCofInverterandbatterysetcollectorate.pdf (379.00 KB),"the work is awarded to Sri Lakhmi Kanta Gocchayat, ""MV class contractor",Ashutos Jena,Internal,,ASHUTOS JENA,26-Jul-2025 10:58 AM,techsummary_539363.pdf (1208.24 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.pdf,"No relationship Certificate, affidavit, Work experience certificate etc.",AOC,,,,,,,,,,,,,,,,,,,,,,2,2930045,BHUJABALA PATEL,23-May-2025 03:31 PM,Rejected-Technical,not submitted work experience certificate,26-Jul-2025 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Others document as per DTCN,AOC,,,,,,,,,,,,,,,,,,,,,,3,2927078,BISWARANJAN SAHOO,22-May-2025 10:57 AM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,4,2929578,EDITION INTERNATIONAL,23-May-2025 11:04 AM,Rejected-Technical,not submitted work experience certificate,26-Jul-2025 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2928521,LAKSHMIKANTA GOCHHAYATA,22-May-2025 01:18 PM,Accepted-AOC,"being the 1st lowest percentage bidder, the contractor won the transparent lottery system",06-Oct-2025 05:45 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2930220,M/S GIRISH CHANDRA PATRA,23-May-2025 04:14 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2929031,M/S SAMBEET SUPPLIERS,22-May-2025 06:25 PM,Rejected-Technical,not submitted work experience certificate,26-Jul-2025 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2929656,NARAYANI CONSTRUCTION,23-May-2025 11:40 AM,Rejected-Technical,not submitted work experience certificate,26-Jul-2025 10:58 AM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2929908,SRI NARESH KUMAR SAHU,23-May-2025 01:23 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:44 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2930091,SURABHI ELECTRICAL,23-May-2025 03:07 PM,Rejected-Finance,Loose in transparent Lottery system,14-Aug-2025 01:44 PM,,,,,,,,,,,,,,AOC
