Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage
31-Oct-2025,"INR 549,241.73",30.0,BALAYA DEHURY,31-Oct-2025 12:13 PM,workorder11.pdf (1651.00 KB),work order,1.0,3060398.0,BISWAJIT SETHY,INR,"549,241.73",Municipal Bodies||Athgarh NAC,2025_ORULB_116989_11,ATH-NAC-01/2025-26,Construction of RCC drain with cover slab from Aparti Sahoo house to Daitari Sahoo house in w.no.10,1,3060398,BISWAJIT SETHY,02-Sep-2025 11:58 AM,Accepted-AOC,Accepted,31-Oct-2025 12:13 PM,Finance,TWO bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,03-Sep-2025 02:55 PM,finance_549667.pdf,BOQ Comparative Chart,Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,31-Oct-2025 12:10 PM,finsummary_549667.pdf (393.75 KB),Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,31-Oct-2025 11:58 AM,techsummary_549667.pdf (393.75 KB),AOC,Municipal Bodies||Athgarh NAC,ATH-NAC-01/2025-26,2025_ORULB_116989_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Yes,fixed,,Nil,Nil,Construction of RCC drain with cover slab from Aparti Sahoo house to Daitari Sahoo house in w.no.10,Construction of RCC drain with cover slab from Aparti Sahoo house to Daitari Sahoo house in w.no.10,Please refer Tender documents. ,NA ,"5,90,583",Civil Works - Canal,NA ,Tender,30.0,NA ,Athgarh NAC,754029.0,NA ,NA ,NA ,Athgarh NAC,No ,No,1,ICICI BANK,"4,720",0.0,Nil,Nil,No,EXECUTIVE OFFICER,ATHGARH NAC,19-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,AOC
,,,,,,,,,,,,,,,,2,3057428,M/S SHREE BALAJI INTERNATIONAL,31-Aug-2025 11:50 AM,Rejected-AOC,Rejected,31-Oct-2025 12:13 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
