Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Dasharathi Sethy,30-Oct-2025 12:38 PM,techsummary_545705.pdf (595.58 KB),30-Oct-2025,"INR 2,585,360",180.0,Dasharathi Sethy,30-Oct-2025 12:50 PM,03.pdf (596.00 KB),Awarded Cost,1,3001991,ALOK KUMAR NAIK,17-Jul-2025 12:23 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,Finance,14 Nos of Bidders Applied,Dasharathi Sethy,30-Oct-2025 12:33 PM,,BOQ Comparative Chart,1.0,3000956.0,S B ENTERPRISES,INR,"2,585,360",CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_115413_1,OnlineEERKL 02/2025-26,Construction of Govt. Ayurvedic Dispensary Building at Udusu,"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Dasharathi Sethy,30-Oct-2025 12:42 PM,finsummary_545705.pdf (595.58 KB),AOC,10-Jul-2025 06:00 PM,21-Jul-2025 09:00 AM,10-Jul-2025 06:00 PM,18-Jul-2025 05:00 PM,10-Jul-2025 06:00 PM ,17-Jul-2025 05:00 PM ,10-Jul-2025 06:00 PM,18-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,Divisional Officer,"RURAL WORKS DIVISION NO.II, SUNDARGARH","30,410",Yes,fixed,,Nil,Nil,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,OnlineEERKL 02/2025-26,2025_CERWI_115413_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of Govt. Ayurvedic Dispensary Building at Udusu,Construction of Govt. Ayurvedic Dispensary Building at Udusu,NA ,NA ,"30,41,242",Civil Works - Buildings,NA ,Tender,90.0,180.0,ROURKELA,769004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, SUNDARGARH",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,2,3003163,AMRIT PRITAM,18-Jul-2025 03:14 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC
,,,,,,,,,,,,,3,3000924,BALARAM KISPOTTA,16-Jul-2025 01:41 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3000965,BIJAY KUMAR SAHOO,16-Jul-2025 01:56 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3000272,BIKAS MUNDARY,15-Jul-2025 07:10 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3002155,BINAY NAIK,17-Jul-2025 01:28 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3002211,GAYATRI INFRASTRUCTURE PROJECTS,17-Jul-2025 01:33 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3002711,KEDAR CHOUDHURY,18-Jul-2025 11:53 AM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3001379,Mukesh Sahoo,16-Jul-2025 06:39 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3001206,NIBHA MISHRA,16-Jul-2025 04:24 PM,Rejected-AOC,Rejected by the Evaluation Committee,30-Oct-2025 12:50 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
