Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
EXECUTIVE OFFICER,NAC DIGAPAHANDI,1,Fee/PreQual/Technical,.pdf,DTCN,"16,100",Yes,fixed,,Nil,Nil,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2025-26,2025_ORULB_112815_12,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,Construction of Vending Zone near kalyan Mandop at Punji kayan Square in ward no -1 of Digapahandi NAC,Construction of Vending Zone near kalyan Mandop at Punji kayan Square in ward no -1 of Digapahandi NAC,Please refer Tender documents. ,NA ,"16,05,285",Civil Works - Others,NA ,Tender,90.0,90.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC DIGAPAHANDI,No ,No,26-Apr-2025 02:00 PM,17-May-2025 11:00 AM,26-Apr-2025 02:00 PM,16-May-2025 01:00 PM,NA ,NA ,26-Apr-2025 02:00 PM,16-May-2025 01:00 PM,29-May-2025 01:00 PM,"7,080",0.0,Nil,Nil,No,AOC,Technical,TWO BIDDERS ARE PATICIPATED AND QUALIFIED FOR FINANCIAL BID,Mamata Kumari Panda,28-May-2025 09:16 AM,,CHAIRPERSON,Internal,"eo, je ae me accountant",Rasmi Rani Nahak,25-Jun-2025 05:24 PM,finsummary_537686.pdf (704.04 KB),Finance,two bidders are paticipted and qualified for financial evaluation,Rasmi Rani Nahak,25-Jun-2025 01:51 PM,,BOQ Comparative Chart,CHAIRPERSON,Internal,"EO,JE,ME,AE",Mamata Kumari Panda,29-May-2025 12:32 PM,29-May-2025 01:00 PM,techsummary_537686.pdf (601.50 KB),13-Oct-2025,"INR 1,604,160",90.0,Mamata Kumari Panda,13-Oct-2025 02:19 PM,IMG_0013.pdf (587.00 KB),1.0,2919236.0,DURGA MADHAB SAHU,INR,"1,604,160.92",Municipal Bodies||Digapahandi NAC,2025_ORULB_112815_12,DIGNAC-02/2025-26,Construction of Vending Zone near kalyan Mandop at Punji kayan Square in ward no -1 of Digapahandi NAC,1,2919236,DURGA MADHAB SAHU,15-May-2025 04:48 PM,Accepted-AOC,awarded,13-Oct-2025 02:19 PM,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2919390,M/S BIKRAM SAHU,15-May-2025 06:30 PM,Rejected-Finance,rejected,25-Jun-2025 05:24 PM,AOC
