Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,30-Oct-2025 01:17 PM,techsummary_550175.pdf (437.75 KB),30-Oct-2025,"INR 357,116",30.0,Sanjeet Kumar Naik,30-Oct-2025 01:26 PM,5230.pdf (438.00 KB),1,3059197,AGASTYAPRATAP MAHAKUD,02-Sep-2025 08:39 AM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,1.0,3050282.0,NALINIKANTA MANDAL,INR,"357,116",Finance,open,Sanjeet Kumar Naik,30-Oct-2025 01:13 PM,finance_550175.pdf,BOQ Comparative Chart,Sri Sanjeet Kumar Naik,Internal,,Sanjeet Kumar Naik,30-Oct-2025 01:21 PM,finsummary_550175.pdf (437.75 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,2025_CERWI_117193_1,RD 06,Maintenance of Sub register office at Bahalda building for the year 2025-26,AOC,"2,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, RAIRANGPUR",Maintenance of Sub register office at Bahalda building for the year 2025-26,Maintenance of Sub register office at Bahalda building for the year 2025-26,NA ,NA ,"4,20,086",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mayurbhanj,757043.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, RAIRANGPUR",No ,No,22-Aug-2025 11:00 AM,03-Sep-2025 11:30 AM,22-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,22-Aug-2025 11:00 AM ,01-Sep-2025 05:00 PM ,22-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GSTIN Affidavit as per DTCN,CE RW I||RWCIRCLE-BARIPADA||RW Division Rairangpur,RD 06,2025_CERWI_117193_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,200",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,3059150,ASHISH KUMAR AGARWALLA,01-Sep-2025 02:00 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,3,3061491,ASHUTOSH SETHI,02-Sep-2025 04:35 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3061489,DASARATHI SWAIN,02-Sep-2025 04:36 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3055272,DEV KUMAR MANDAL,29-Aug-2025 05:43 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3057797,JAGATLAL SAHU,31-Aug-2025 04:48 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3059034,JEETENDRA KUMAR MALLICK,01-Sep-2025 01:36 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3059717,JYOTI PRAKASH AGARWALLA,01-Sep-2025 05:49 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3058061,LALIT BHARTI,31-Aug-2025 08:25 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3058990,MANGAL CHARAN HANSDAH,01-Sep-2025 01:31 PM,Rejected-AOC,Lottery,30-Oct-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
