EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,SE DID,"O/o the SE, Deogarh Irrigation Division, Deogarh",M/R to Canal Service Road from RD 4300m to RD. 6700 of Reamal Distributary under GRMC for the year 2025-26.,M/R to Canal Service Road from RD 4300m to RD. 6700 of Reamal Distributary under GRMC for the year 2025-26.,C and D class Contractor ,NA ,"6,35,528",Civil Works - Roads,NA ,Tender,90.0,60.0,Deogarh,768119.0,NA ,NA ,NA ,"O/o the SE, Deogarh Irrigation Division, Deogarh",No ,No,"4,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, GST, Pan, RC etc. as per DTCN",22-Aug-2025 11:00 AM,04-Sep-2025 11:00 AM,22-Aug-2025 11:00 AM,03-Sep-2025 05:00 PM,22-Aug-2025 11:00 AM ,03-Sep-2025 05:00 PM ,22-Aug-2025 11:00 AM,03-Sep-2025 05:00 PM,CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||Deogarh Irrigation Division Deogarh,SEDID-02/2025-26,2025_CEBBS_117148_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,1,3061015,AKASH KUMAR SAHOO,02-Sep-2025 01:11 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,23-Oct-2025,"INR 540,262",60.0,Suresh Chandra Munda,23-Oct-2025 01:04 PM,6.pdf (683.00 KB),SE DID,Internal,"SE, AEE, Estimator",Suresh Chandra Munda,23-Oct-2025 11:36 AM,techsummary_550122.pdf (361.86 KB),CE and BM Brahmani Basin Samal||SE Angul Irrigation Circle Angul||Deogarh Irrigation Division Deogarh,2025_CEBBS_117148_6,SEDID-02/2025-26,M/R to Canal Service Road from RD 4300m to RD. 6700 of Reamal Distributary under GRMC for the year 2025-26.,SE DID,Internal,"SE, AEE, Estimator",Suresh Chandra Munda,23-Oct-2025 12:59 PM,finsummary_550122.pdf (361.86 KB),Finance,13 nos bidder applied,Suresh Chandra Munda,18-Oct-2025 05:25 PM,finance_550122.pdf,BOQ Comparative Chart,1.0,3056173.0,Harena kumar Behera,INR,"540,262",AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3046443,ANIL KUMAR SAHU,24-Aug-2025 02:04 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3056173,Harena kumar Behera,02-Sep-2025 05:33 PM,Accepted-AOC,Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3057239,MAHESWARI PRASAD GANGDEB,02-Sep-2025 02:06 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3061696,MITRAVANU BEHERA,03-Sep-2025 11:04 AM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3061527,NABA KRISHNA PRADHAN,02-Sep-2025 05:09 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3056455,Nalini Meher,30-Aug-2025 03:34 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3057565,PRAMOD KUMAR PRADHAN,31-Aug-2025 01:12 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3055707,SANJAY KUMAR SAHOO,31-Aug-2025 01:29 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3060513,SAUMYAKANTA PRADHAN,03-Sep-2025 01:14 PM,Rejected-AOC,Not Qualified in lottery system.,23-Oct-2025 01:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
