Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
,,,,,,,,,,,,,11,2909606,DILLIP KUMAR MISHRA,08-May-2025 05:13 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,2913535,DIPTI PRASAD DASH,12-May-2025 03:42 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,2913736,DIPTIRANJAN PATRA,12-May-2025 05:07 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,14,2914964,GYANA RANJAN NAYAK,13-May-2025 09:49 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,2914853,JITARANJAN MAJHI,13-May-2025 09:18 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,2906761,LAXMIKANTA SAHOO,05-May-2025 07:34 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,2906555,LOKANATH SAHOO,05-May-2025 05:02 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,2911999,MAHESWAR SAHOO,12-May-2025 09:52 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,2909679,MAMATA SRICHANDAN,08-May-2025 11:21 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,2907775,MANAS BHUJABAL,08-May-2025 10:46 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,2913418,MANAS RANJAN RAUT,12-May-2025 07:23 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,22,2915725,NARAYAN BHOI,13-May-2025 01:20 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,23,2914442,NARESH KUMAR SWAIN,12-May-2025 09:13 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,24,2908376,PABITRA KUMAR PARIDA,09-May-2025 05:15 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,25,2911255,Pabitra Kumar Sahoo,10-May-2025 04:19 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,26,2911546,PRADEEP KUMAR JENAMANI,10-May-2025 08:49 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,27,2914811,PRADIPTA KUMAR SWAIN,13-May-2025 07:22 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,28,2915664,PRAMESH KUMAR SWAIN,13-May-2025 01:08 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,29,2909817,PRASANTA KUMAR SWAIN,11-May-2025 06:49 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,30,2913025,PRATIMA BADAJENA,12-May-2025 03:37 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,31,2912293,RAJESH BARIK,13-May-2025 01:40 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,32,2915218,RAJESH KUMAR BARAL,13-May-2025 11:22 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,33,2904579,RANJAN KUMAR SRICHANDAN,03-May-2025 08:22 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,34,2910995,ROSALIN SAHOO,10-May-2025 11:48 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,35,2902916,SAHASRARA CHAKRA TECHNO CONSULTING,10-May-2025 01:31 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,36,2916288,SAHOO CONSTRUCTION,13-May-2025 03:54 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,37,2913913,SAIKRUSHNA TARAI,13-May-2025 11:42 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,38,2912321,SATYARANJAN SRICHANDAN,11-May-2025 09:46 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,39,2914720,SHEETI SIPRA SWAIN,13-May-2025 10:29 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,40,2915811,SHUBHAM SHUNDARAMA,13-May-2025 01:43 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,41,2913165,SISIR KUMAR SAHOO,12-May-2025 01:16 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,42,2914269,SOUMYARANJAN NAYAK,13-May-2025 09:35 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,43,2913550,Subha Kanta Dash,12-May-2025 03:50 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,44,2912772,Subha Ranjan Parija,12-May-2025 11:27 AM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,45,2910269,SUBHENDU KHATEI,09-May-2025 12:21 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,46,2916358,SUNIL KUMAR MAHAPATRA,13-May-2025 03:49 PM,Accepted-AOC,WIN THE TRANSPARENT LOTTERY,13-Oct-2025 07:27 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,47,2913680,TAPAS RANJAN SENAPATI,12-May-2025 04:46 PM,Rejected-Finance,Reject,22-Jul-2025 10:09 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
