S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"6,000",Nil,Nil,No,"25,799",Yes,percentage,1.0%,Nil,Nil,"Divisional Forest Officer, Khariar Division","Office of the DFO,Khariar Division,At/Po/PS-Khariar,Dist-Nuapada",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GST,NRC,AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",25-Nov-2024 11:00 AM,05-Dec-2024 11:00 AM,25-Nov-2024 11:00 AM,04-Dec-2024 05:00 PM,25-Nov-2024 11:00 AM ,04-Dec-2024 05:00 PM ,25-Nov-2024 11:00 AM,04-Dec-2024 05:00 PM,Construction of Composite Unit at Nangalbod in Sinapali Range,Construction of Composite Unit at Nangalbod in Sinapali Range,Please refer the tender document ,NA ,"25,79,943",Civil Works - Buildings,NA ,Tender,90.0,90.0,Nangalbod,766108.0,NA ,NA ,NA ,"Office of the DFO,Khariar Division",No ,No,Forest Environment and Climate Change Department||RCCF Bhawanipatna||DFO Khariar,DFO-KHR-02/2024-25,2024_DFOKR_107481_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"Md.F.Azeez Khan, IFS",Internal,"Md. Mustafa Saleha, ACF,Prasannajit Naik, ACF,Ramadhar Chalan, SO,M.K. Agasti, Sr. Assistant ,S. Panigrahi, Sr. Assistant ,S.Badnayak, RO,S.K.Bag, Forester,C. Patra, FG, N.K.Dandsena, FG.",Md.F.Azeez Khan,20-Dec-2024 05:44 PM,finsummary_517647.pdf (562.27 KB),Forest Environment and Climate Change Department||RCCF Bhawanipatna||DFO Khariar,2024_DFOKR_107481_1,DFO-KHR-02/2024-25,Construction of Composite Unit at Nangalbod in Sinapali Range,1.0,2677513.0,SAROJ KUMAR PANDA,INR,"2,193,210",Finance,Sri Saroj Kumar Panda is L1 bidder selected through transparent lottery system.,Md.F.Azeez Khan,20-Dec-2024 04:51 PM,finance_517647.pdf,BOQ Comparative Chart,1,2681057,JANAK RAM DURIA,04-Dec-2024 01:55 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not selected through transparent lottery system.,20-Dec-2024 04:51 PM,03-Mar-2025,"INR 2,193,210",90.0,Md.F.Azeez Khan,10-Oct-2025 02:01 PM,8079.pdf (192.00 KB),AOC,"Md.F.Azeez Khan, IFS",Internal,"Md.Mustafa Saleha,ACF,Prasannajit Naik,ACF,Ramadhar Chalan,SO,M.K.Agast,Sr.Assistant,S.Panigrahi,Sr.Assistant,S.Badnayak,RO,S.K.Bag, Forester,C.Patra, FG,N.K.Dandasena,FG.",Md.F.Azeez Khan,20-Dec-2024 05:17 PM,techsummary_517647.pdf (562.27 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2680591,MRUTYUNJAYA KHAMARI,04-Dec-2024 01:40 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not selected through transparent lottery system.,20-Dec-2024 04:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2672805,PARAMESWAR NIAL,29-Nov-2024 12:10 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Not selected through transparent lottery system.,20-Dec-2024 04:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2671838,RUCHITA PRADHAN,28-Nov-2024 04:29 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-L2 Bidder(Selected through transparent lottery system),20-Dec-2024 04:51 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2677513,SAROJ KUMAR PANDA,03-Dec-2024 09:20 AM,Accepted-AOC,Accepted,10-Oct-2025 02:01 PM,,,,,,,,,,,,,,AOC
