Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
28-Jul-2025 09:00 AM,07-Aug-2025 11:00 AM,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,28-Jul-2025 09:00 AM ,04-Aug-2025 05:00 PM ,28-Jul-2025 09:00 AM,06-Aug-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GSTIN, PAN, EXPERIENCE, FINANCIAL TURN OVER, T AND P ETC.",Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,RWSS_MKG_ONLINE_02/2025-26,2025_RWSS_116178_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"30,590",Yes,percentage,1.0%,Nil,Nil,EE RWSS Malkangiri,"AT MV 02, NEAR FIRE STATION, MALKANGIRI","6,000",0.0,Nil,Nil,No,"Supply, installation, testing and commissioning of 9 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Khairput Block in Malkangiri District.","Supply, installation, testing and commissioning of 9 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Khairput Block in Malkangiri District.",Please refer Tender documents. ,NA ,"30,59,010",Civil Works - Water Works,NA ,Tender,120.0,90.0,EE RWSS Malkangiri,764048.0,NA ,NA ,NA ,EE RWSS Malkangiri,No ,No,AOC,1,3025629,AAKAR ASSOCIATES,06-Aug-2025 02:30 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,22-Oct-2025,"INR 2,600,464.4",90.0,Janak Kumar Balabantaray,22-Oct-2025 11:15 AM,2431_Khairput.pdf (1017.00 KB),ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER. DEEPAK KUMAR PRADHAN AE (ESTIMATOR),Janak Kumar Balabantaray,22-Oct-2025 11:11 AM,finsummary_547641.pdf (5866.05 KB),Finance,BID opening summary,Janak Kumar Balabantaray,22-Oct-2025 11:04 AM,finance_547641.pdf,BOQ Comparative Chart,ER JANAK KUMAR BALABANTARAY SE,Internal,SRI SANDEEP TIWARY DAO ER. DEEPAK KUMAR PRADHAN AE (ESTIMATO,Janak Kumar Balabantaray,22-Oct-2025 11:07 AM,techsummary_547641.pdf (5866.05 KB),1.0,3025914.0,MAA ENTERPRISES,INR,"2,600,464.4",Rural Water Supply and Sanitation||RWSS Circle Koraput||RWSS Division Malkangiri,2025_RWSS_116178_3,RWSS_MKG_ONLINE_02/2025-26,"Supply, installation, testing and commissioning of 9 Nos. of Solar energy based PWS with 5000 litter capacity HDPE storage tank with a staging height of 3 mts including 5 years O and M at Schools and AWC of Khairput Block in Malkangiri District.",AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3021961,AMIT KUMAR AGRAWAL,04-Aug-2025 09:56 AM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3024321,DILLIP KUMAR BEHERA,05-Aug-2025 01:00 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3024296,Greenco Systems Private Limited,05-Aug-2025 12:36 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3025911,Hrusikesh Sethi,06-Aug-2025 04:23 PM,Rejected-AOC,L3,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3024999,JOY SOLAR PVT LTD,06-Aug-2025 04:29 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3024949,Kailash Kumar Agrawal,06-Aug-2025 02:18 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3025914,MAA ENTERPRISES,06-Aug-2025 04:32 PM,Accepted-AOC,L1 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3024967,M/S SOLAMIO AGRO INDIA LLP,06-Aug-2025 02:10 PM,Rejected-Technical,due to non submission of EMD,22-Oct-2025 11:07 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3025068,PINKI AGRAWAL,06-Aug-2025 12:03 PM,Rejected-AOC,L2 in transparent lottery system,22-Oct-2025 11:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
