Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Superintending Engineer,Internal,Divisional Accounts Officer JE Estimator,Debarsi Naik,22-Sep-2025 06:26 PM,techsummary_551320.pdf (349.95 KB),22-Oct-2025,"INR 360,013",30.0,Debarsi Naik,29-Oct-2025 12:31 PM,7062.pdf (654.00 KB),AOC,1,3067314,AMIT PRATAP SINGH,10-Sep-2025 12:58 AM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,1.0,3079071.0,PUJARANI SAMAL,INR,"360,013",Finance,Bid opened,Debarsi Naik,17-Sep-2025 06:50 PM,finance_551320.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Divisional Accounts Officer, JE Estimators",Debarsi Naik,23-Sep-2025 02:15 PM,finsummary_551320.pdf (349.95 KB),CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,2025_CERWI_117622_1,Online Tender 03 RWD Kuchinda 2025 26,S/R to Revenue Rest Shed Building at Kusumi for the year 2025-26.,AOC,"2,000",0.0,Nil,Nil,No,Divisional Officer,"RURAL WORKS DIVISION, KUCHINDA",04-Sep-2025 11:00 AM,16-Sep-2025 11:00 AM,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,04-Sep-2025 11:00 AM ,13-Sep-2025 05:00 PM ,04-Sep-2025 11:00 AM,15-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, GSTIN, AFFIDAVIT, RC, PAN, DOCUMENT AS PER DTCN",S/R to Revenue Rest Shed Building at Kusumi for the year 2025-26.,S/R to Revenue Rest Shed Building at Kusumi for the year 2025-26.,NA ,NA ,"4,23,495",Civil Works - Buildings,NA ,Tender,90.0,30.0,Kuchinda,768222.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KUCHINDA",No ,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-SAMBALPUR||RW Division Kuchinda,Online Tender 03 RWD Kuchinda 2025 26,2025_CERWI_117622_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,235",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,2,3080280,BHESAJA KUMAR PATTA,15-Sep-2025 12:30 AM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3079296,BINAPANI PATEL,14-Sep-2025 11:26 AM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3078144,Binata Pandey,14-Sep-2025 05:19 AM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3080054,BISHAL AGRAWAL,14-Sep-2025 11:38 PM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3079696,MAHAKUL CONSTRUCTION,14-Sep-2025 04:39 PM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3081955,MANOJ DEV,15-Sep-2025 04:57 PM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3080793,PINTU NAIK,15-Sep-2025 01:31 PM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3079071,PUJARANI SAMAL,14-Sep-2025 05:51 PM,Accepted-AOC,Accepted through transparent lottery process,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3080330,SOMARENDRA PATTA (S.T),15-Sep-2025 02:07 AM,Rejected-AOC,Rejected,29-Oct-2025 12:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
