Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"SE, Puri Irrigation Division, Puri","O/O THE SUPERINTENDING ENGINEER, PURI IRRIGATION DIVISION, PURI AT, DELTA COLONY, SECHAN VIHAR, SHREE VIHAR, PURI 752003",1.0,ICICI BANK,"PID-10, Restoration to Teishipur Nadakhanda right embankment from RD 4.00Km. to 4.500Km. from Village Dakhinakera.",Restoration to Teishipur Nadakhanda right embankment from RD 4.00Km. to 4.500Km. from Village Dakhinakera.,Please refer Tender documents. ,NA ,"33,84,592",Civil Works - Others,RIVER ,Tender,90.0,180.0,PURI,752003.0,NA ,NA ,NA ,"O/o SE, Puri Irrigation Division, Puri",No ,No,29-Apr-2025 10:30 AM,14-May-2025 11:00 AM,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,29-Apr-2025 10:30 AM ,13-May-2025 05:30 PM ,29-Apr-2025 10:30 AM,13-May-2025 05:30 PM,"33,900",Yes,fixed,,Nil,Nil,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,2025_CELBB_112841_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDERPAPERCOST,EMD,RC,PAN,ACTIVEGSTIN,NRC,AFFIDAVIT FOR EACHWORK,ANY OTHER DOCUMENT ASPER DTCN",AOC,ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,04-Jul-2025 01:54 PM,finsummary_537713.pdf (372.19 KB),ER. AMIYA KUMAR SETH,Internal,"Er. Amiya Kumar Seth, SE, Mrs. Shatabdi Choudhury, AEE (Estimator), Sri Manoj Kumar Chudhury, DAO-I, Sri Himansu Sekhar Mandhata, AE (Estimator) in charge",Shatabdi Choudhury,04-Jul-2025 01:37 PM,techsummary_537713.pdf (372.19 KB),17-Jul-2025,"INR 3,384,592",180.0,AMIYA KUMAR SETH,21-Oct-2025 12:21 PM,PID10278P1202526.pdf (643.00 KB),AOC,1.0,2908175.0,PABITRA KUMAR PARIDA,INR,"2,877,242","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE,Puri Irr Division,Puri",2025_CELBB_112841_10,EPROCUREMENT TENDER CALL NOTICE PID01 OF 2025-26,"PID-10, Restoration to Teishipur Nadakhanda right embankment from RD 4.00Km. to 4.500Km. from Village Dakhinakera.",1,2905543,ABINASH PRASAD BEHERA,05-May-2025 06:06 AM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,Finance,ALL THE BIDDERS ARE VALID BIDDERS,Shatabdi Choudhury,04-Jul-2025 01:28 PM,finance_537713.pdf,BOQ Comparative Chart,AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2910863,AJIT KUMAR SAHOO,09-May-2025 11:18 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2910555,AMAR PRASAD PANI,09-May-2025 05:30 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2914613,AMIT KUMAR DAKUA,12-May-2025 11:23 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2912560,BABULI PRADHAN,12-May-2025 05:33 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2914896,BASANTA PUJHARI,13-May-2025 08:32 AM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2914889,BIBHUTI BHUSAN JENA,13-May-2025 09:17 AM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2912178,BIJAYA NARAYAN PRATIHARI,12-May-2025 08:42 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2915158,BIRANCHI NARAYAN PATUARSINGH,13-May-2025 11:02 AM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2913439,DEEPAK KUMAR TARAI,12-May-2025 02:43 PM,Rejected-Finance,Reject,04-Jul-2025 01:54 PM,,,,,,,AOC
