Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Ashutos Jena,Internal,,ASHUTOS JENA,21-Jun-2025 01:02 PM,techsummary_531149.pdf (331.66 KB),1,2843305,AKASH KUMAR SAHU,03-Mar-2025 12:43 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,02-Sep-2025,"INR 717,446",60.0,ASHUTOS JENA,06-Oct-2025 12:04 PM,AOCfortheworkDICstaffquarter.pdf (337.00 KB),"The work is awarded to Sri Hare Krushna Adjued, ""C"" class Contractor.",1.0,2843485.0,SRI HAREKRUSHNA ADJUED,INR,"717,446",Finance,Total 12 (Twelve) Nos. bidders were participated and their documents are opened for further evaluation.,Prabhasini Sarangi,21-May-2025 01:24 PM,finance_531149.pdf,BOQ Comparative Chart,Ashutos Jena,Internal,,ASHUTOS JENA,25-Jul-2025 04:55 PM,finsummary_531149.pdf (293.87 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,2025_EICCL_111042_2,BGR (R and B)-19 of 2024-25,Special Repair to District Industrial Center (D.I.C) staff Qtr no-2RB and Qtr. No.1RB at Balangir,AOC,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,"S.E,Balangir (R and B) Division,Balangir","O/O S.E,Balangir (R and B) Division,Balangir",EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB DIVN BOLANGIR,BGR (R and B)-19 of 2024-25,2025_EICCL_111042_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof Copy Tender cost and EMD, Registration Certificate, PAN, GSTIN,etc.",21-Feb-2025 02:00 PM,04-Mar-2025 11:30 AM,21-Feb-2025 02:00 PM,03-Mar-2025 05:00 PM,21-Feb-2025 02:00 PM ,28-Feb-2025 05:00 PM ,21-Feb-2025 02:00 PM,03-Mar-2025 05:00 PM,Special Repair to District Industrial Center (D.I.C) staff Qtr no-2RB and Qtr. No.1RB at Balangir,Building work,Please refer tender document ,NA ,"8,43,955",Civil Works - Buildings,NA ,Tender,90.0,60.0,Balangir,767001.0,NA ,NA ,NA ,"O/O S.E,Balangir (R and B) Division,Balangir",No ,No,"8,500",Yes,fixed,,Nil,Nil,AOC
,,,,,,2,2839015,AMIT KUMAR MOHANTY,26-Feb-2025 06:38 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No relationship Certificate, affidavit, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,2842673,BABITA AGRAWAL,02-Mar-2025 01:36 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Others document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2842813,BISWAMITRA NAIK,02-Mar-2025 06:01 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2843186,CHANDRAKANTA MISHRA,03-Mar-2025 11:54 AM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2843356,JAGANNATH NAYAK,03-Mar-2025 01:15 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2843275,JAYASHREE NEPAK,03-Mar-2025 12:27 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2843498,RAJENDRA PUROHIT,03-Mar-2025 03:01 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2842771,SAGARIKA RATH,02-Mar-2025 05:01 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2843323,SIDHANTA NAYAK,03-Mar-2025 01:03 PM,Rejected-Finance,Loose the transparent lottery system,25-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
