Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Ten nos of bidder .,Haripriya Pradhan,06-May-2025 11:58 AM,finance_532325.pdf,BOQ Comparative Chart,A.K Sahoo,Internal,,Binata Kishan,02-May-2025 01:03 PM,05-May-2025 11:00 AM,techsummary_532325.pdf (889.96 KB),09-Oct-2025,"INR 41,198,208.54",270.0,Binata Kishan,09-Oct-2025 01:43 PM,2811.pdf (297.00 KB),1,2863487,AMAN BADHAN,21-Mar-2025 12:06 PM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,1.0,2863820.0,ANKIT KUMAR BAJAJ,INR,"35,022,597.08",A.K Sahoo,Internal,,Binata Kishan,28-May-2025 01:48 PM,finsummary_532325.pdf (25.02 KB),Technical,only 10 nos of bidder participated,Haripriya Pradhan,24-Mar-2025 05:08 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_111375_3,RWCCESNG-19 OF 2024-25,Improvement of road from Nandamunda to Khajurikhaman under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,AOC,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,Affidavits etc",06-Mar-2025 09:00 AM,24-Mar-2025 11:00 AM,06-Mar-2025 09:00 AM,21-Mar-2025 05:00 PM,06-Mar-2025 09:00 AM ,20-Mar-2025 05:00 PM ,06-Mar-2025 09:00 AM,21-Mar-2025 05:00 PM,05-May-2025 11:00 AM,"C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-19 OF 2024-25,2025_CERWI_111375_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,Improvement of road from Nandamunda to Khajurikhaman under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,Improvement of road from Nandamunda to Khajurikhaman under improvement to existing RD road for the year 2024-25 in the district of Jharsuguda.,Please refer Tender documents. ,NA ,"4,11,98,209",Civil Works - Roads,NA ,Tender,90.0,270.0,Jharsuguda,768204.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,"4,11,982",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,2,2863820,ANKIT KUMAR BAJAJ,21-Mar-2025 03:37 PM,Accepted-AOC,Successful bidder by lottery,09-Oct-2025 01:43 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Annual turnover, work experience, machinaries and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2862997,Binod Kumar Agrawal,20-Mar-2025 05:45 PM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2863132,JAGADAMBA CONSTRUCTION,20-Mar-2025 08:23 PM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2862956,MS SHREE SHARDA CONSTRUCTIONS,21-Mar-2025 11:07 AM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2860935,M/S SUMEET & ASSOCIATES,21-Mar-2025 12:00 PM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2863371,PRAHALLAD MAJHI,21-Mar-2025 10:37 AM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2863368,PRDIP KUMAR AGRAWAL,21-Mar-2025 10:49 AM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2862099,Rudra Mohapatra,20-Mar-2025 05:03 PM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2863366,Vinay Agrawal,21-Mar-2025 11:05 AM,Rejected-Finance,Not Qualified,28-May-2025 01:48 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
