S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"Repair OR Maintenance of Falling shutters, Gates and hoists at Rajua Diversion Weir Project under Khordha Irrigation Division, Khordha for the year of 2025-26.","Repair OR Maintenance of Falling shutters, Gates and hoists at Rajua Diversion Weir Project under Khordha Irrigation Division, Khordha for the year of 2025-26.",Please refer Tender documents. ,NA ,"10,96,935",Mechanical Works,NA ,Tender,90.0,60.0,"Rajua Diversion Weir Project , KHORDHA",752054.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.","ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR","O/O THE ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR, DELTA SQUARE",03-Jul-2025 10:00 AM,15-Jul-2025 12:00 PM,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,03-Jul-2025 10:00 AM ,14-Jul-2025 05:30 PM ,03-Jul-2025 10:00 AM,14-Jul-2025 05:30 PM,"11,000",No,fixed,,Nil,Nil,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDB-25/2025-26,2025_CEMWR_115014_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_115014_1,ACEM/MDB-25/2025-26,"Repair OR Maintenance of Falling shutters, Gates and hoists at Rajua Diversion Weir Project under Khordha Irrigation Division, Khordha for the year of 2025-26.","ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,18-Sep-2025 04:30 PM,finsummary_544793.pdf (390.22 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED,KISHORE KUMAR BEHERA,15-Jul-2025 01:51 PM,,BOQ Comparative Chart,1.0,2998649.0,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,INR,"932,503.93",1,2998635,ABHISEKH ENTERPRISERS,14-Jul-2025 11:11 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,04-Oct-2025,"INR 932,503.93",60.0,KISHORE KUMAR BEHERA,09-Oct-2025 05:13 PM,aocmdb25.pdf (587.00 KB),"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,01-Aug-2025 04:44 PM,techsummary_544793.pdf (512.56 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2992783,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jul-2025 10:00 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2992921,M/S Abirvab Steel Product,14-Jul-2025 12:37 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2993704,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,13-Jul-2025 11:17 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2993074,M/S Ashreebad Fabricators,14-Jul-2025 04:19 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2993719,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,13-Jul-2025 11:10 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2998649,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,14-Jul-2025 12:56 PM,Accepted-AOC,WINNER OF LOTTERY,09-Oct-2025 05:13 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2998571,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,14-Jul-2025 10:12 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2998542,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",14-Jul-2025 09:55 AM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2996078,M/S SHREE INDUSTRIES,12-Jul-2025 12:03 PM,Rejected-Finance,LOOSER OF THE LOTTERY,18-Sep-2025 04:30 PM,,,,,,,,,,,,,AOC
