S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2904362.0,KASHIKANCHAN PVT LTD,INR,"260,752,775",Technical,5 Nos. Bidders Received.,Bijaya Kumar Nayak,05-May-2025 12:26 PM,,EIC-CIVIL,2025_EICCL_112448_1,C.E. (B) - 33 / 2024-25,"Proposed Development Work of Majhighariani Temple, Rayagada, Odisha for the year 2023-24.",Principal Secretary to Govt. Works Dept Odisha,Internal,EIC Civil cum Roads Odisha CE Buildings I Odisha FA cum Special Secretary to Govt Works Department Odisha,Priyabrata Samantara,15-Jul-2025 01:10 PM,finsummary_536293.pdf (1331.41 KB),Er D C Behera EIC (Civil-cum-Roads) Odisha,Internal,Er P Samantara CE Buildings I Odisha Er A K Lenka Addl CE Buildings I Odisha Er S Sahoo SE Buildings Smt P Samal Financial Advisor,Priyabrata Samantara,15-May-2025 08:02 PM,16-May-2025 05:00 PM,techsummary_536293.pdf (458.07 KB),Finance,Opening,Priyabrata Samantara,16-May-2025 05:07 PM,,BOQ Comparative Chart,06-Oct-2025,"INR 260,752,775",730.0,Managobinda Biswal,06-Oct-2025 07:01 PM,AOC_Majhighariani.pdf (644.00 KB),AOC,1,2887587,Aditya Narayan Construction,03-May-2025 04:36 PM,Rejected-Finance,L3,15-Jul-2025 01:10 PM,AOC,EIC-CIVIL,C.E. (B) - 33 / 2024-25,2025_EICCL_112448_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,12-Apr-2025 10:00 AM,05-May-2025 11:30 AM,12-Apr-2025 10:00 AM,03-May-2025 05:00 PM,NA ,NA ,12-Apr-2025 10:00 AM,03-May-2025 05:00 PM,16-May-2025 05:00 PM,"Proposed Development Work of Majhighariani Temple, Rayagada, Odisha for the year 2023-24.","Proposed Development Work of Majhighariani Temple, Rayagada, Odisha for the year 2023-24.",Please refer Tender documents. ,NA ,"29,16,04,535",Civil Works - Buildings,NA ,Tender,90.0,730.0,RAYAGADA DIST.,765001.0,NA ,NA ,NA ,"O/o. the E.I.C. (Civil), Odisha, Bhubaneswar.",No ,No,1.0,ICICI BANK,"E.I.C., Chief Engineer, Buildings-I (I/C), Odisha.","O/o. the E.I.C. (Civil), Odisha, Unit-V, Nirman Soudha, Bhubaneswar.",1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD Online, PAN, GSTIN, Affidavit, Regd. Certificate and other Documents as per DTCN.",1.0,1ST CORRIGENDUM,Date,,"29,17,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2892866,APEX CONSTRUCTION,03-May-2025 03:33 PM,Rejected-Technical,Disqualified,15-May-2025 08:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2904362,KASHIKANCHAN PVT LTD,03-May-2025 01:29 PM,Accepted-AOC,L1,06-Oct-2025 07:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2888041,SAI SMRUTI INFRASTRUCTURE PVT. LTD.,24-Apr-2025 03:01 PM,Rejected-AOC,L2,06-Oct-2025 07:02 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2904179,SHAMBHU PRASAD GOEL,03-May-2025 03:29 PM,Rejected-Finance,L3,15-Jul-2025 01:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
