S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,DTCN,Construction of Balance Guard wall at Gupteswar pond Wno. 03 under NAC Digapahandi.,Construction of Balance Guard wall at Gupteswar pond Wno. 03 under NAC Digapahandi.,Please refer Tender documents. ,NA ,"2,86,897",Civil Works - Others,NA ,Tender,90.0,90.0,NAC DIGAPAHANDI,761012.0,NA ,NA ,NA ,NAC OFFICE DIGAPAHANDI,No ,No,26-Apr-2025 03:00 PM,17-May-2025 11:00 AM,26-Apr-2025 03:00 PM,16-May-2025 01:00 PM,NA ,NA ,26-Apr-2025 03:00 PM,16-May-2025 01:00 PM,29-May-2025 02:00 PM,"2,900",Yes,fixed,,Nil,Nil,Municipal Bodies||Digapahandi NAC,DIGNAC-02/2025-26,2025_ORULB_112815_28,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EXECUTIVE OFFICER NAC DIGAPAHANDI,EXECUTIVE OFFICER NAC DIGAPAHANDI,"2,360",0.0,Nil,Nil,No,AOC,Technical,TWO BIDDERS ARE PATICIPATED AND QUALIFIED FOR FINANCIAL BID,Mamata Kumari Panda,28-May-2025 09:26 AM,,CHAIRPERSON,Internal,EO JE AE ME ACCOUNTANT,Rasmi Rani Nahak,25-Jun-2025 01:35 PM,finsummary_537710.pdf (718.94 KB),Finance,All bidders are qualified for financial evaluation.,Rasmi Rani Nahak,25-Jun-2025 01:32 PM,,BOQ Comparative Chart,CHAIRPERSON,Internal,"EO,AE,JE,ME",Mamata Kumari Panda,29-May-2025 01:19 PM,29-May-2025 02:00 PM,techsummary_537710.pdf (552.38 KB),22-Jul-2025,"INR 304,111",90.0,Rasmi Rani Nahak,14-Oct-2025 05:40 PM,IMG_0013.pdf (524.00 KB),awarded,1.0,2919162.0,Asish Kumar Patnaik,INR,"404,111",Municipal Bodies||Digapahandi NAC,2025_ORULB_112815_28,DIGNAC-02/2025-26,Construction of Balance Guard wall at Gupteswar pond Wno. 03 under NAC Digapahandi.,1,2919162,Asish Kumar Patnaik,15-May-2025 04:10 PM,Accepted-AOC,awarded,14-Oct-2025 05:40 PM,AOC
2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2919348,GOURI SHANKAR PANDA,15-May-2025 05:56 PM,Rejected-Finance,L2 REJECTED,25-Jun-2025 01:35 PM,AOC
