Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of College Building at Astaranga Degree College,Construction of College Building at Astaranga Degree College,Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,120.0,NA ,ASTARANGA BLOCK,752109.0,NA ,NA ,NA ,ASTARANGA BLOCK,No ,No,21-Jun-2025 04:30 PM,07-Jul-2025 11:00 AM,21-Jun-2025 04:30 PM,05-Jul-2025 05:00 PM,21-Jun-2025 04:30 PM ,04-Jul-2025 10:00 AM ,21-Jun-2025 04:30 PM,05-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN,GST,CONTRACTOR RC","6,000",Nil,Nil,No,1.0,ICICI BANK,BDO ASTARANGA,ASTARANGA BLOCK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,10/2024-25/Astaranga Block,2025_ZPAB_114626_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"15,296",Yes,fixed,,Nil,Nil,AOC,BDO Astaranga,Internal,,SASMITA BEHERA,22-Sep-2025 06:46 PM,techsummary_543681.pdf (5445.08 KB),1.0,2984601.0,TANMAY KUMAR PARIDA,INR,"1,300,312",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Puri||ASTARANGA Block,2025_ZPAB_114626_1,10/2024-25/Astaranga Block,Construction of College Building at Astaranga Degree College,1,2987509,BIJAYA KUMAR MISHRA,04-Jul-2025 12:10 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,26-Sep-2025,"INR 1,300,312",150.0,SASMITA BEHERA,06-Oct-2025 04:35 PM,astarangaclgbuilding222222.pdf (771.00 KB),BDO Astaranga,Internal,,SASMITA BEHERA,22-Sep-2025 06:52 PM,finsummary_543681.pdf (5445.08 KB),Finance,Finalisation of bid on 29/07/2025,SASMITA BEHERA,28-Jul-2025 02:33 PM,finance_543681.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2984995,DEBADATTA BISWAL,04-Jul-2025 01:47 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2989330,GEETANJALEE BISWAL,04-Jul-2025 06:43 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2990805,KAILASH CHANDRA NAYAK,05-Jul-2025 04:59 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2990545,NIRMALYA BARIK,05-Jul-2025 02:58 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2989395,PABITRA MOHAN BISWAL,05-Jul-2025 11:31 AM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2984267,PRAMOD KUMAR NAYAK,04-Jul-2025 02:47 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2989527,RANJAN KUMAR SETHY,04-Jul-2025 08:24 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2990635,SUDHAKAR MALLICK,05-Jul-2025 04:25 PM,Rejected-AOC,Bidder lost in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2984601,TANMAY KUMAR PARIDA,30-Jun-2025 09:08 PM,Accepted-AOC,Bidder won in lottery,06-Oct-2025 04:35 PM,,,,,,,,,,,,,,,,,,,AOC
