Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Superintending Engineer,Internal,,Prakash Kumar Behera,18-Oct-2023 01:18 PM,18-Oct-2023 01:20 PM,techsummary_458611.pdf (201.48 KB),EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,2023_EICCL_93833_3,BC KLD-15/2023-24,S/R to NH-26 to irrigation colony road such as Renewal coat of SDBC to road surface from 0/00 km to 1/096 km for the year 2023-24,1.0,2254907.0,GOVIND LAL AGRAWAL,INR,"4,597,474",1,2255629,ANKIT KUMAR AGRAWAL,15-Sep-2023 05:56 AM,Rejected-Finance,Disqualified,09-Nov-2023 03:38 PM,Technical,6 nos bidder are admitted,Prakash Kumar Behera,17-Sep-2023 04:53 PM,,Finance,6 nos bidder are admitted,Prakash Kumar Behera,18-Oct-2023 01:55 PM,,BOQ Comparative Chart,Superintending Engineer,Internal,,Prakash Kumar Behera,09-Nov-2023 03:38 PM,finsummary_458611.pdf (509.12 KB),09-Nov-2023,"INR 4,597,474",90.0,Prakash Kumar Behera,09-Nov-2023 03:41 PM,irrigation.pdf (509.00 KB),AOC,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR||EERNB-DIVN-KALAHANDI,BC KLD-15/2023-24,2023_EICCL_93833_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"54,082",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Contractor RC, GSTIN, PAN Affidavits, Undertaking and any other as per DTCN",1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,05-Sep-2023 09:00 AM,16-Sep-2023 11:00 AM,05-Sep-2023 09:00 AM,15-Sep-2023 05:00 PM,05-Sep-2023 09:00 AM ,09-Sep-2023 05:00 PM ,05-Sep-2023 09:00 AM,15-Sep-2023 05:00 PM,18-Oct-2023 01:20 PM,S/R to NH-26 to irrigation colony road such as Renewal coat of SDBC to road surface from 0/00 km to 1/096 km for the year 2023-24,Road,Please refer Tender documents. ,NA ,"54,08,156",Civil Works - Roads,NA ,Tender,90.0,90.0,Bhawanipatna Kalahandi,766001.0,NA ,NA ,NA ,O/O SE Kalahandi R and B Division Bhawanipatna,No ,No,Superintending Engineer,O/O Superintending Engineer Kalahandi R and B Division Bhawanipatna,AOC
,,,,,,,,,,,,,,,,2,2257049,GANESH SHARMA,15-Sep-2023 04:28 PM,Rejected-Finance,Disqualified,09-Nov-2023 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill Of Quantity,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,2254907,GOVIND LAL AGRAWAL,15-Sep-2023 06:23 AM,Accepted-AOC,Qualified,09-Nov-2023 03:41 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,2257140,Kunja Bihari Sahu,15-Sep-2023 03:56 PM,Rejected-Finance,Disqualified,09-Nov-2023 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,2257188,M/S MAA MANGALA CONSTRUCTION,15-Sep-2023 03:44 PM,Rejected-Finance,Disqualified,09-Nov-2023 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,2256317,SANJAY KUMAR AGRAWAL,15-Sep-2023 03:51 PM,Rejected-Finance,Disqualified,09-Nov-2023 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
