S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Tender Stage
1.0,2255778.0,BHRAMAR BARA BEHERA,INR,"15,310,983",EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2023_EICCL_93678_2,CCE.Ctc.(RandB)15/2023-24,Repair and Renovation works inside the premises of Sri Gorekhanaath Mahaprabhu temple in the district of Jagatsinghpur for the year 2023-24,Pradeep Kumar Rath,Internal,Nimai Charan Das ACE Sridhar Prusty PA to CCE Brajabhusana Kumar DAO Chinmayee Mishra JE Estr,Pradeep Kumar Rath,22-Sep-2023 07:31 PM,26-Sep-2023 11:15 AM,techsummary_457735.pdf (1929.42 KB),07-Nov-2023,"INR 15,310,983",150.0,Pradeep Kumar Rath,07-Nov-2023 08:37 PM,Agtgorek.pdf (562.00 KB),The date of commencement may be read as 30.10.2023 to complete the work within 5 calander months,Pradeep Kumar Rath,Internal,Nimai Charan Das SE DAO Jspr Sridhar Prusty PA to CCE Chinmayee Mishra JE Estr,Pradeep Kumar Rath,07-Nov-2023 08:33 PM,finsummary_457735.pdf (1267.00 KB),1,2255778,BHRAMAR BARA BEHERA,14-Sep-2023 08:17 PM,Accepted-AOC,Accepted due to transparent lottery,07-Nov-2023 08:39 PM,Technical,5 bidders have participated,Pradeep Kumar Rath,18-Sep-2023 09:27 PM,,Finance,5 bidders have participated,Pradeep Kumar Rath,26-Sep-2023 12:40 PM,,BOQ Comparative Chart,AOC,02-Sep-2023 10:00 AM,16-Sep-2023 11:00 AM,02-Sep-2023 10:00 AM,15-Sep-2023 05:30 PM,NA ,NA ,02-Sep-2023 10:00 AM,15-Sep-2023 05:30 PM,26-Sep-2023 11:15 AM,EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)15/2023-24,2023_EICCL_93678_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Repair and Renovation works inside the premises of Sri Gorekhanaath Mahaprabhu temple in the district of Jagatsinghpur for the year 2023-24,Building work,As per DTCN ,NA ,"1,80,10,802",Civil Works - Buildings,NA ,Tender,90.0,150.0,Jagatsinghpur,754122.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,"1,80,200",Yes,fixed,,Nil,Nil,1.0,Corrigendum date,Date,,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2235734,MESSERS DURGA CONSTRUCTION,14-Sep-2023 09:24 PM,Rejected-AOC,Due to transparent lottery,07-Nov-2023 08:39 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and other documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2248332,M/S. AKHILESH SWAIN,11-Sep-2023 01:32 PM,Rejected-AOC,Due to transparent lottery,07-Nov-2023 08:39 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quanities,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2257354,PRANAB KISHORE DASH,15-Sep-2023 04:39 PM,Rejected-AOC,Due to transparent lottery,07-Nov-2023 08:39 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2237345,TAPAN KUMAR SAMAL,12-Sep-2023 01:59 PM,Rejected-AOC,Due to transparent lottery,07-Nov-2023 08:39 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
