EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,963",Yes,fixed,,Nil,Nil,EO,Basudevpur Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Basudevpur Municipality,BSPM-01-2023-24,2023_ORULB_93068_27,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Aug-2023 04:30 PM,01-Sep-2023 11:00 AM,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,NA ,NA ,25-Aug-2023 04:30 PM,31-Aug-2023 05:00 PM,1,ICICI BANK,"4,000",0.0,Nil,Nil,No,Const of pver road from Rambehera Sahi school towards Gangadhar Barik house ward 4,Const of pver road from Rambehera Sahi school towards Gangadhar Barik house ward 4,Please refer Tender documents. ,NA ,"7,96,302",Civil Works - Roads,NA ,Tender,90.0,30.0,Basudevpur Municipality,756125.0,NA ,NA ,NA ,Basudevpur Municipality,No ,No,AOC,08-Nov-2023,"INR 947,599",30.0,Manas Kumar Dandapat,08-Nov-2023 12:32 PM,27.pdf (625.00 KB),OK,1,2226671,Pitambar Mandal,31-Aug-2023 12:45 PM,Accepted-AOC,OK,08-Nov-2023 12:32 PM,NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,07-Nov-2023 02:05 PM,techsummary_453127.pdf (10275.71 KB),NIBEDITA BEHERA,Internal,"EO,ME,JE",Manas Kumar Dandapat,08-Nov-2023 11:57 AM,finsummary_453127.pdf (10275.71 KB),Municipal Bodies||Basudevpur Municipality,2023_ORULB_93068_27,BSPM-01-2023-24,Const of pver road from Rambehera Sahi school towards Gangadhar Barik house ward 4,1,2226671,Pitambar Mandal,INR,"947,599",Finance,ok,Manas Kumar Dandapat,01-Sep-2023 04:10 PM,finance_453127.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2226774,SRIKANT MALLICK,31-Aug-2023 01:57 PM,Accepted-AOC,OK,08-Nov-2023 12:32 PM,,,,,,,,,,,,,,,,,2,2226774,SRIKANT MALLICK,INR,"1,004,455",,,,,,,AOC
