S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
1,2230073,ANSHI INFRA,01-Sep-2023 08:20 PM,Accepted-AOC,WORK AWARDED BY TRANSPARENT LOTTERY SYSTEM,08-Nov-2023 05:18 PM,Technical,Total No. of 3 nos bidder participated and all are accepted for Technical and Financial Evaluation process.,Alok Naik,05-Sep-2023 12:03 PM,,Finance,Total No.03 nos of bidder participated and all are accepted for Financial Evaluation Process.,Alok Naik,07-Sep-2023 10:26 AM,,BOQ Comparative Chart,08-Nov-2023,"INR 2,270,302.04",30.0,Alok Naik,08-Nov-2023 05:17 PM,AOCMilletBargarh.pdf (440.00 KB),ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA KUMAR DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,08-Nov-2023 05:16 PM,finsummary_456114.pdf (439.51 KB),ALOK KUMAR NAIK,Internal,1-VINIT KUMAR 2-BASANTA DEHURY 3-UMESH CHANDRA BHOI,Alok Naik,05-Sep-2023 11:06 PM,07-Sep-2023 09:00 AM,techsummary_456114.pdf (379.83 KB),1.0,2230073.0,ANSHI INFRA,INR,"2,270,302.04",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2023_EICCL_93488_3,IFB-SE PWD-20 OF 2023-24,"Construction of Mission Shakti Cafe at DHH, Bargarh under Ama Hospital initiatives. (5T Work)",AOC,"26,706",Yes,fixed,,Nil,Nil,"SE (R AND B) DIVISION, BARGARH","O/O THE SE (R AND B) DIVISION, BARGARH, AT- NEAR GOVT BUS STAND, INFRONT OF WOMENS COLLEGE, BARGARH",1.0,1ST CORRIGENDUM,Other,,1.0,ICICI BANK,"Construction of Mission Shakti Cafe at DHH, Bargarh under Ama Hospital initiatives. (5T Work)","BUILDING WORK (CIVIL, EI AND PH)",PLEASE REFER THE TENDER DOCUMENTS ,NA ,"26,70,629",Civil Works - Buildings,NA ,Tender,90.0,30.0,BARGARH,768028.0,NA ,NA ,NA ,"O/O THE SE (R AND B) DIVISION, BARGARH",No ,No,"6,000",0.0,Nil,Nil,No,29-Aug-2023 12:30 PM,05-Sep-2023 11:30 AM,29-Aug-2023 12:30 PM,04-Sep-2023 05:00 PM,29-Aug-2023 12:30 PM ,04-Sep-2023 05:00 PM ,29-Aug-2023 12:30 PM,04-Sep-2023 05:00 PM,07-Sep-2023 09:00 AM,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-20 OF 2023-24,2023_EICCL_93488_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GSTIN, PAN, EPF, ESI, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC
2,2230024,M/s Prachi Construction,01-Sep-2023 07:52 PM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,08-Nov-2023 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,AOC
3,2228682,SHEKH FAIZAN,01-Sep-2023 11:53 AM,Rejected-AOC,TRANSPARENT LOTTERY SYSTEM,08-Nov-2023 05:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
