Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Chairperson,Internal,"CHAIRPERSON, EXECUTIVE OFFICER, ASST. ENGINEER , ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,28-Sep-2023 02:27 PM,techsummary_442739.pdf (258.84 KB),1,2180415,BALAJI PANIGRAHI,18-Jul-2023 09:44 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-EMD NOT DEPOSITED,26-Jul-2023 05:56 PM,14-Nov-2023,"INR 1,522,533.089",120.0,SATYASAMPARNA ROUT,14-Nov-2023 01:45 PM,49a.pdf (1896.00 KB),IMPROVEMENT OF ROAD AND DRAIN AT RK NAGAR LANE 1 BIKRAMPUR IN WARD NO 16,Finance,OPENED,SATYASAMPARNA ROUT,26-Jul-2023 05:55 PM,finance_442739.pdf,BOQ Comparative Chart,1.0,2180064.0,PRIYANKA PANDA,INR,"1,360,840",Municipal Bodies||Gunupur Municipal Council,2023_ORULB_90286_49,GUN-MUN-58/2023-24,IMPROVEMENT OF ROAD AND DRAIN AT RK NAGAR LANE 1 BIKRAMPUR IN WARD NO 16,Chairperson,Internal,"CHAIRPERSON, EXECUTIVE OFFICER, ASST. ENGINEER , ASST. COLLECTOR, PROGRAME MANAGER",SATYASAMPARNA ROUT,28-Sep-2023 02:32 PM,finsummary_442739.pdf (258.84 KB),AOC,06-Jul-2023 10:00 AM,20-Jul-2023 11:00 AM,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,06-Jul-2023 10:00 AM ,19-Jul-2023 05:00 PM ,06-Jul-2023 10:00 AM,19-Jul-2023 05:00 PM,"17,966",Yes,percentage,1.0%,Nil,Nil,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BILL OF QUANTITY,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-58/2023-24,2023_ORULB_90286_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,IMPROVEMENT OF ROAD AND DRAIN AT RK NAGAR LANE 1 BIKRAMPUR IN WARD NO 16,ROAD DRAIN,Please refer Tender documents. ,NA ,"17,96,591",Civil Works - Others,NA ,Tender,90.0,120.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,1.0,ICICI BANK,AOC
,,,,,,2,2178682,BHARATI PADHY,19-Jul-2023 04:55 AM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"LICENSE, PAN, GSTIN, AFFIDEVIT AND NO RALATION CERTIFICATE AND AS PER DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,3,2179501,JANI VENKATA RAO BAURI,17-Jul-2023 09:01 PM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2180759,JYOTIRMAYA MOHANKUDO,19-Jul-2023 11:46 AM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,2180231,PRASANT KUMAR MISHRA,19-Jul-2023 02:10 AM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,2180064,PRIYANKA PANDA,18-Jul-2023 09:16 PM,Accepted-AOC,L1 IN LOTTERY PROCESS,14-Nov-2023 01:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,2177164,RAMA CHANDRA PANDA,17-Jul-2023 07:41 PM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,2179513,RASMITA SAHUKAR,17-Jul-2023 09:08 PM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,2179725,SANGRAM KESHARI SAHU,19-Jul-2023 03:04 AM,Rejected-Finance,LOST IN LOTTERY PROCESS,28-Sep-2023 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,2179988,SURESH LABALA,18-Jul-2023 04:05 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-INVALID GST,26-Jul-2023 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
