Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,06-Nov-2023 11:14 AM,techsummary_451991.pdf (17.14 KB),06-Nov-2023,"INR 818,099",40.0,Jatindra Kumar Mishra,06-Nov-2023 11:21 AM,1881.pdf (739.00 KB),AOC,1,2223860,NIRUPAMA ROUL,29-Aug-2023 08:21 PM,Rejected-Finance,Rejected due to Lottery process,06-Nov-2023 11:18 AM,Finance,OK,Birendra Kumar Behera,04-Sep-2023 10:42 AM,,BOQ Comparative Chart,1.0,2225981.0,RANJIT SAHOO,INR,"818,099",Municipal Bodies||Kamakhyanagar NAC,2023_ORULB_92905_49,03/2023-24,"Construction of Paver Road leading from Nitya Satapathy house towards Jogi Sahi Chhaka house in Ward No-10, Kamakhyanagar NAC",Dharmananda Parida,Internal,"Executive Officer, Municipal Engineer, Junior Engineer, Dealing Asst",Jatindra Kumar Mishra,06-Nov-2023 11:18 AM,finsummary_451991.pdf (17.15 KB),AOC,1.0,ICICI BANK,Municipal Bodies||Kamakhyanagar NAC,03/2023-24,2023_ORULB_92905_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Kamakhyanagar NAC","Executive Officer, Kamakhyanagar NAC","8,181",Yes,percentage,1.0%,Nil,Nil,1.0,ADDITION OF SOME TERM AND CONDITION,Technical Bid,,"4,000",0.0,Nil,Nil,No,23-Aug-2023 11:00 AM,02-Sep-2023 11:00 AM,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,NA ,NA ,23-Aug-2023 11:00 AM,01-Sep-2023 05:00 PM,"Construction of Paver Road leading from Nitya Satapathy house towards Jogi Sahi Chhaka house in Ward No-10, Kamakhyanagar NAC","Construction of Paver Road leading from Nitya Satapathy house towards Jogi Sahi Chhaka house in Ward No-10, Kamakhyanagar NAC",Please refer Tender documents. ,NA ,"8,18,098",Civil Works - Others,NA ,Tender,30.0,40.0,Kamakhyanagar NAC,759018.0,NA ,NA ,NA ,Kamakhyanagar NAC,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, Labour Licences PAN and Other Documents",AOC
,,,,,,,,,,,,,2,2225981,RANJIT SAHOO,31-Aug-2023 12:23 AM,Accepted-AOC,AOC,06-Nov-2023 11:21 AM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit and other documents as per DTCN,AOC
,,,,,,,,,,,,,3,2226229,SANJEEB KUMAR BISWAL,31-Aug-2023 10:14 AM,Rejected-Finance,Excess amount,06-Nov-2023 11:18 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
