Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
24-Aug-2023 11:00 AM,04-Sep-2023 11:00 AM,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,NA ,NA ,24-Aug-2023 11:00 AM,02-Sep-2023 05:00 PM,1.0,ICICI BANK,"Executive Officer,Nabarangpur Municipality","At - Nabarangpur Municipality, Nabarangpur.",Construction of Paver Surface over Kutcha road from Maitrivihar lane-02 (Left side) PWD (KV) Road to Surabhi Res in Ward No 16,Please referee the Tender Documents,CIVIL WORK ,NA ,"10,63,427",Civil Works - Others,NA ,Tender,90.0,60.0,Nabarangpur,764059.0,NA ,NA ,NA ,Nabarangpur Municipality,No ,No,1.0,Corrigendum Regarding DTCN revised,Other,,Municipal Bodies||Nabarangpur Municipality,EONM-03/2023-24(51),2023_ORULB_92969_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"10,634",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, GST Registration Certificate, GSTIN, PAN and Other Documents.","6,000",0.0,Nil,Nil,No,AOC,Municipal Bodies||Nabarangpur Municipality,2023_ORULB_92969_13,EONM-03/2023-24(51),Construction of Paver Surface over Kutcha road from Maitrivihar lane-02 (Left side) PWD (KV) Road to Surabhi Res in Ward No 16,Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,02-Nov-2023 07:29 PM,finsummary_452489.pdf (1718.38 KB),Finance,All documents submitted as per bid,Upendra Kumar Nayak,02-Nov-2023 07:14 PM,finance_452489.pdf,BOQ Comparative Chart,1.0,2231692.0,DAYANIDHI BHATARA,INR,"1,042,159",1,2231692,DAYANIDHI BHATARA,02-Sep-2023 03:51 PM,Accepted-AOC,As per the OPWD code bidder is qulified,02-Nov-2023 07:31 PM,02-Nov-2023,"INR 1,042,159",60.0,Upendra Kumar Nayak,02-Nov-2023 04:08 PM,4000_NM_13.pdf (371.00 KB),Sri. Kunu Nayak,Internal,"Chairman, ADM, Executive Officer, Municipal Engineer, Accountant, Nabarangpur",Upendra Kumar Nayak,02-Nov-2023 07:19 PM,techsummary_452489.pdf (1718.38 KB),AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2230584,MANOJ KUMAR BRAHMA,02-Sep-2023 02:20 AM,Rejected-Finance,L3 bidder is qualified as per OPWD Code,02-Nov-2023 07:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2231079,M/S MAHAMAYEE ENTERPRISES,02-Sep-2023 02:58 PM,Rejected-Finance,L3 bidder is qualified as per OPWD Code,02-Nov-2023 07:29 PM,,,,,,,,,,,,,AOC
