Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",2023_RWSS_92094_11,09 of 2023-24,External Electrification to the Pump House at village Dhaneswar for RPWS to village Dhaneswar under Jharbandh Block,"Er. Arun Kumar Barik,SE",Internal,"Sri Rajat Kumar Mishra,DAO, Er.Sanjukta Kiro,AEE Estimator,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,08-Sep-2023 05:01 PM,techsummary_447227.pdf,13-Nov-2023,"INR 831,249",90.0,Biswanath Meher,17-Nov-2023 04:50 PM,AOC_Dhaneswar.pdf,Awarded the work with agreement value of Rs.831249.00,Finance,Two nos. of bidders participated 1) DEBANANDA BABU 2) Abinash Tripathy,Biswanath Meher,08-Sep-2023 04:58 PM,finance_447227.pdf,"Er. Arun Kumar Barik,SE",Internal,"Sri Rajat Kumar Mishra,DAO,Er.Biswanath Meher,AEE Estimator",Biswanath Meher,20-Oct-2023 12:07 PM,finsummary_447227.pdf,AOC,"SE RWSS Division,Bargarh","O/O SE RWSS Division,Bargarh","4,000",0.0,Nil,Nil,No,"8,000",Yes,fixed,,Nil,Nil,"Rural Water Supply and Sanitation||RWSS Circle Sambalpur||RWSS Division, Bargarh",09 of 2023-24,2023_RWSS_92094_11,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,External Electrification to the Pump House at village Dhaneswar for RPWS to village Dhaneswar under Jharbandh Block,External Electrification to the Pump House at village Dhaneswar for RPWS to village Dhaneswar under Jharbandh Block,Please refer Tender Documents ,NA ,,Electrical Works,External Electrification to Pump House ,Tender,90.0,90.0,village Dhaneswar under Jharbandh Block,768028.0,NA ,NA ,NA ,"O/O SE RWSS Division,Bargarh",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD,VAT,GSTIN,Experience Certificate,Registration Certificate etc",10-Aug-2023 10:00 AM,24-Aug-2023 11:00 AM,10-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,10-Aug-2023 10:00 AM ,23-Aug-2023 05:00 PM ,10-Aug-2023 10:00 AM,23-Aug-2023 05:00 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,AOC
