S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"LICENSE,GSTIN,PAN,AFFIDEVIT,NO RELATION CETIFICATE AND AS PER NIT AND DTCN","4,000",0.0,Nil,Nil,No,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,EXECUTIVE OFFICER GUNUPUR MUNICIPALITY,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-59/2023-24,2023_ORULB_92150_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,12-Aug-2023 10:00 AM ,22-Aug-2023 05:00 PM ,12-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,"5,295",Yes,percentage,1.0%,Nil,Nil,CONSTRUCTION OF ROAD IN DERA SAHI FROM SRIDHAR HOUSE TO P.SUNDAR RAO HOUSE IN WARD NO-5,CONSTRUCTION OF ROAD IN DERA SAHI FROM SRIDHAR HOUSE TO P.SUNDAR RAO HOUSE IN WARD NO-5,Please refer Tender documents. ,NA ,"5,29,548",Civil Works - Roads,NA ,Tender,45.0,75.0,GUNUPUR,765022.0,NA ,NA ,NA ,GUNUPUR,No ,No,AOC,"Chairprson,Gunuupur Municiality",Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 07:47 PM,finsummary_447646.pdf (355.09 KB),Municipal Bodies||Gunupur Municipal Council,2023_ORULB_92150_15,GUN-MUN-59/2023-24,CONSTRUCTION OF ROAD IN DERA SAHI FROM SRIDHAR HOUSE TO P.SUNDAR RAO HOUSE IN WARD NO-5,1.0,2215170.0,CHINNARI VENKATA KRISHNA RAO,INR,"426,376.38",Finance,ALL BIDS ADMITTED,Biswanath Saraka,08-Sep-2023 08:33 PM,finance_447646.pdf,BOQ Comparative Chart,1,2215170,CHINNARI VENKATA KRISHNA RAO,23-Aug-2023 10:33 PM,Accepted-AOC,L1 IN LOTTERY PROCESS,16-Nov-2023 12:10 PM,16-Nov-2023,"INR 448,769.685",75.0,SATYASAMPARNA ROUT,16-Nov-2023 12:09 PM,15p.pdf (3913.00 KB),CONSTRUCTION OF ROAD IN DERA SAHI FROM SRIDHAR HOUSE TO P.SUNDAR RAO HOUSE IN WARD NO-5,Chairperson Gunupur Municipality,Internal,"CHAIRPERSON,GUNUPUR MUNICIPALITY, EXECUTIVE OFFICER, GUNUPUR MUNICIPALITY, ASST. ENGINEER, GUNUPUR MUNICIPALITY, ASST. COLLECTOR AND OTHER MEMBER",SATYASAMPARNA ROUT,28-Oct-2023 07:43 PM,techsummary_447646.pdf (1919.06 KB),AOC
2,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2213641,SIBA PRASAD GOUDA,23-Aug-2023 01:11 PM,Rejected-Finance,DUE TO L2 IN THE LOTTERY PROCESS,28-Oct-2023 07:47 PM,,,,,,,,,,,,,,AOC
