Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"BDO,KANTAPADA",Internal,,Suman Sudha Ray,16-Oct-2023 10:46 PM,finsummary_436770.pdf (419.66 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||KANTAPADA Block,2023_PRBK_88727_1,KTPB 02/2023-24,Construction of Day Care Sub Centre cum Health and Wellness Centre at Uradha,1.0,2134286.0,BISWA PRASAD BARAL,INR,"2,418,761",08-Nov-2023,"INR 2,418,761",240.0,BIRANCHI NARAYAN BEHERA,08-Nov-2023 05:39 PM,Aocuradha.pdf (278.00 KB),1,2142089,ABHISEK SABUT,19-May-2023 11:53 AM,Rejected-Finance,Lottery System,16-Oct-2023 10:46 PM,"BDO,KANTAPADA",Internal,,Suman Sudha Ray,28-May-2023 12:24 PM,techsummary_436770.pdf (134.65 KB),Finance,Admitted,Suman Sudha Ray,20-May-2023 04:08 PM,,BOQ Comparative Chart,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||KANTAPADA Block,KTPB 02/2023-24,2023_PRBK_88727_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Day Care Sub Centre cum Health and Wellness Centre at Uradha,Construction of Day Care Sub Centre cum Health and Wellness Centre at Uradha,Please refer Tender documents. ,NA ,"28,45,267",Civil Works - Buildings,NA ,Tender,90.0,240.0,"Uradha,Kantapada",754002.0,NA ,NA ,NA ,"Panchayat Samiti Office,Kantapada",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"28,455",Yes,fixed,,Nil,Nil,"Block Development Officer,Kantapada","Panchayat Samiti Office,Kantapada","6,000",Nil,Nil,No,05-May-2023 10:00 AM,20-May-2023 11:30 AM,05-May-2023 10:00 AM,19-May-2023 05:00 PM,05-May-2023 10:00 AM ,19-May-2023 03:00 PM ,05-May-2023 10:00 AM,19-May-2023 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,2,2141483,AJIT MOHAPATRA,17-May-2023 04:37 PM,Rejected-Finance,Lottery System,16-Oct-2023 10:46 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,3,2134286,BISWA PRASAD BARAL,17-May-2023 01:34 PM,Accepted-AOC,L1 Bidder in lottery system,08-Nov-2023 05:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,4,2141917,KANHU CHARAN JENA,18-May-2023 08:06 PM,Rejected-AOC,L2 Bidder in lottery system,08-Nov-2023 05:41 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,5,2142071,RASHMI RANJAN MOHAPATRA,19-May-2023 11:20 AM,Rejected-Finance,Lottery System,16-Oct-2023 10:46 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,6,2142162,SAUMYA RANJAN BEURA,19-May-2023 01:15 PM,Rejected-Finance,Lottery System,16-Oct-2023 10:46 PM,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
