S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1.0,2275436.0,RAJAT KUMAR BHOI,INR,"1,938,738.312",Finance,APPROVED,Satyanarayan Tandi,01-Nov-2023 04:40 PM,finance_459781.pdf,BOQ Comparative Chart,CHAIRPERSON,Internal,CP EO ME ATD STO AE PHD,Satyanarayan Tandi,02-Nov-2023 10:41 AM,finsummary_459781.pdf (944.49 KB),Municipal Bodies||Attabira NAC,2023_ORULB_93983_20,NAC-ATTB-08/2023-24,Const of 8 seated CT at Bandha Para in Ward No-4 of Attabira NAC,CHAIRPERSON,Internal,CP EO ME ATD STO AE PHD,Satyanarayan Tandi,02-Nov-2023 10:39 AM,techsummary_459781.pdf (944.49 KB),02-Nov-2023,"INR 1,906,330.691",3.0,Satyanarayan Tandi,02-Nov-2023 10:43 AM,ctbandapara.pdf (944.00 KB),ISSUE,1.0,2275445.0,M/S SAI BALAJI CONSTRUCTION,30-Sep-2023 12:17 PM,Accepted-AOC,ISSUE,02-Nov-2023 10:43 AM,AOC,Const of 8 seated CT at Bandha Para in Ward No-4 of Attabira NAC,Const of 8 seated CT at Bandha Para in Ward No-4 of Attabira NAC,COMMUNITY TOILET ,NA ,"19,06,331",Civil Works - Buildings,NA ,Tender,90.0,3.0,ATTABIRA NAC,768027.0,NA ,NA ,NA ,ATTABIRA NAC,No ,No,"19,063",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,ICICI BANK,Municipal Bodies||Attabira NAC,NAC-ATTB-08/2023-24,2023_ORULB_93983_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,11-Sep-2023 10:00 AM,03-Oct-2023 11:00 AM,11-Sep-2023 10:00 AM,30-Sep-2023 05:00 PM,11-Sep-2023 10:00 AM ,30-Sep-2023 05:00 PM ,11-Sep-2023 10:00 AM,30-Sep-2023 05:00 PM,EXECUTIVE OFFICER,ATTABIRA NAC,1.0,1st corrigendum,Date,,AOC
2.0,2275445.0,M/S SAI BALAJI CONSTRUCTION,INR,"1,906,330.691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2275436.0,RAJAT KUMAR BHOI,30-Sep-2023 12:20 PM,Accepted-AOC,ISSUE,02-Nov-2023 10:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
